hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,no,no,16years,white,no,32.431038,0.0011919885,0.00013054007,47.94092,other,between 0.0 and 35.0
yes,no,no,12years,white,no,13.095649,0.0001721856,1.0094081,11.389541,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,no,35.28614,-0.0018385831,-0.020023774,-0.06427387,other,between 0.0 and 35.0
yes,no,yes,12years,white,no,30.731203,2.9739122,-0.000994819,20.313309,other,between 0.0 and 35.0
yes,no,no,16years,white,no,38.76687,0.0005046968,-0.002549947,48.4673,other,greater than 40.0
yes,yes,yes,12years,white,no,30.74204,0.005223257,-0.00048471754,16.740757,other,between 0.0 and 35.0
yes,no,no,9-11years,white,no,24.040579,-0.000902537,0.00028046098,0.030485058,northcentral,greater than 40.0
yes,no,no,16years,white,no,43.06294,0.0010909841,-0.00047960947,0.08841932,south,between 0.0 and 35.0
yes,no,yes,12years,white,no,24.797611,0.0010255942,1.9993358,19.86935,west,greater than 40.0
yes,yes,yes,12years,white,no,34.308846,-0.0029341292,-0.00296513,27.635216,south,between 0.0 and 35.0
yes,no,no,12years,white,no,12.421305,-0.0046990984,2.036616,23.347643,south,between 0.0 and 35.0
yes,no,yes,12years,white,no,19.962372,-0.0095165,-0.0031224538,4.9411125,south,greater than 40.0
yes,no,no,12years,white,no,21.58646,0.0017968805,-0.0014788129,27.428007,south,between 0.0 and 35.0
no,yes,yes,16years,white,no,14.088366,0.0023326667,-0.7692951,-0.15314984,south,between 0.0 and 35.0
yes,yes,no,12years,white,no,16.872288,-0.0073310053,-0.0046516797,-0.15804306,west,between 0.0 and 35.0
no,no,no,12years,white,no,8.347612,0.007522428,-0.001434044,-0.0066287257,south,between 0.0 and 35.0
yes,no,no,12years,white,no,27.055233,0.0018331937,1.0036252,25.023525,other,between 0.0 and 35.0
yes,yes,yes,12years,white,no,15.70152,0.006311421,-0.0030987945,-0.23301068,south,between 0.0 and 35.0
no,no,no,13-15years,white,no,24.895742,-0.0039223256,-0.0013062076,0.1422808,south,between 0.0 and 35.0
yes,no,yes,16years,white,no,3.7330418,-0.0027148814,1.9764253,24.78169,northcentral,greater than 40.0
yes,no,no,12years,white,no,14.997802,1.0718919,0.0011765684,-0.15764043,other,between 0.0 and 35.0
no,no,no,9-11years,white,no,24.15478,0.0018188532,2.0047383,0.022887016,other,between 0.0 and 35.0
no,yes,no,12years,white,no,36.17181,0.0007567997,-0.0017341364,48.25137,west,between 0.0 and 35.0
yes,no,yes,12years,white,no,10.963586,1.93807,1.0439212,17.260748,south,greater than 40.0
yes,no,no,12years,white,no,45.147995,0.0011526417,-0.0010788431,55.307407,other,between 0.0 and 35.0
no,yes,no,12years,white,no,33.05179,0.00024274667,-0.00084604346,0.327759,west,between 0.0 and 35.0
yes,yes,yes,12years,white,no,22.864157,-0.00025791395,2.5553334,41.06554,other,greater than 40.0
no,no,yes,12years,white,no,4.409729,1.2397556,0.00077009597,30.472681,south,greater than 40.0
yes,no,no,16years,white,no,24.512972,0.00118513,0.97578114,95.818825,south,between 0.0 and 35.0
no,no,no,9-11years,white,no,7.7984514,1.2586747,-0.002926214,36.349957,northcentral,between 0.0 and 35.0
no,no,yes,13-15years,white,no,24.422153,-0.0012716855,1.026437,0.5151924,south,between 0.0 and 35.0
no,no,no,12years,white,no,15.549633,1.259944,-0.003154969,0.44036382,other,greater than 40.0
no,no,no,13-15years,white,no,7.327191,1.5357654,0.004792593,46.7926,other,between 0.0 and 35.0
no,no,no,13-15years,white,no,21.808882,-0.0026693144,2.0032167,-0.2880194,northcentral,between 0.0 and 35.0
yes,no,yes,12years,white,no,27.096087,-0.0013273141,1.0313004,17.295362,other,between 0.0 and 35.0
yes,no,yes,12years,white,no,1.8631219,1.501125,-0.0018212073,0.14434072,northcentral,between 0.0 and 35.0
yes,no,yes,12years,white,no,9.986224,1.150853,0.9833889,99.50434,northcentral,between 0.0 and 35.0
no,yes,no,12years,white,no,43.751328,0.0020005945,-0.0023620785,-0.52454436,northcentral,between 0.0 and 35.0
yes,yes,no,12years,white,no,26.21708,-0.00039592595,0.99435174,13.469694,other,between 0.0 and 35.0
no,no,no,12years,white,no,40.248405,0.00011619707,-0.0017863796,0.17535067,other,between 0.0 and 35.0
yes,no,no,12years,white,no,23.22208,0.00026564335,0.0017011944,11.675909,other,between 0.0 and 35.0
no,yes,yes,12years,white,no,41.449448,0.0025357832,-0.0030407875,22.255825,south,between 0.0 and 35.0
no,yes,no,16years,white,no,20.820986,0.0041000578,2.018551,20.541735,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,3.5264916,0.008329546,-0.0023797597,8.664874,south,between 0.0 and 35.0
no,no,no,12years,white,no,31.93587,0.0040320824,-0.0019949162,5.6839123,northcentral,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,14.792433,1.0705312,0.0025803652,0.27815348,northcentral,between 0.0 and 35.0
yes,no,yes,16years,white,no,27.02515,0.010567343,0.99134344,19.28244,northcentral,between 0.0 and 35.0
yes,no,no,13-15years,white,no,32.78104,-0.0017701086,-0.007821951,25.150148,south,between 0.0 and 35.0
yes,yes,no,12years,white,no,30.122866,0.0012696583,0.0055791764,0.11084533,northcentral,between 0.0 and 35.0
yes,no,no,12years,white,no,20.67337,0.0028713648,1.0122088,3.390114,northcentral,between 0.0 and 35.0
no,no,yes,12years,white,no,32.662037,0.003805241,0.003834399,-0.336326,northcentral,between 0.0 and 35.0
no,no,yes,16years,white,no,21.722742,1.1837243,-0.002615053,-0.063058384,northcentral,between 0.0 and 35.0
yes,no,no,12years,white,no,40.49789,-0.00025467598,-0.0012664404,12.65503,other,between 0.0 and 35.0
no,yes,no,13-15years,white,no,13.946136,0.0017652302,0.0027716174,39.013947,northcentral,between 0.0 and 35.0
yes,yes,no,16years,white,no,15.19692,1.4732258,0.9935522,21.661737,south,between 0.0 and 35.0
yes,no,no,13-15years,white,no,16.275751,2.0125704,-0.0004666252,-0.06421741,south,between 0.0 and 35.0
yes,no,yes,9-11years,white,no,5.0711026,0.009587811,-0.00021649688,0.24415451,south,greater than 40.0
no,no,yes,13-15years,white,no,9.210791,1.2009519,-0.00032812613,35.00086,northcentral,between 35.0 and 40.0
yes,no,no,12years,white,no,43.747253,0.0018097982,-0.0011045677,0.5855105,west,between 0.0 and 35.0
no,no,no,13-15years,white,no,37.476433,0.000108264765,0.00875922,36.509697,northcentral,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,30.474192,-0.00221687,0.0031203413,0.2667809,south,between 0.0 and 35.0
yes,no,no,12years,white,no,9.468174,0.008665567,-0.0019368378,4.7808447,northcentral,between 0.0 and 35.0
no,no,no,13-15years,white,no,20.404097,0.007022541,1.0243297,0.12024782,northcentral,greater than 40.0
no,no,yes,9-11years,white,no,20.321568,0.0011681495,0.9793471,33.91904,south,between 0.0 and 35.0
no,no,no,12years,white,no,43.758457,-0.002164729,-0.0038517392,0.2357235,northcentral,between 0.0 and 35.0
yes,no,no,12years,white,no,31.150908,-4.6824047e-05,-0.0015243643,14.911833,northcentral,between 0.0 and 35.0
yes,no,yes,16years,white,no,19.06453,-0.005377775,2.0882406,21.413925,northcentral,greater than 40.0
no,no,no,13-15years,white,no,18.87713,1.1168782,-0.003249613,26.163801,northcentral,greater than 40.0
yes,no,no,16years,white,no,16.449562,1.5007229,1.0223447,-0.10256972,south,between 0.0 and 35.0
yes,no,no,12years,white,no,21.354218,0.00741415,0.98615146,0.14681697,other,greater than 40.0
yes,no,yes,12years,white,no,46.39433,0.0021678996,-0.0030939956,-0.09657735,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,no,44.068325,3.6436453e-05,-0.0027514584,0.07435936,south,between 0.0 and 35.0
yes,no,yes,12years,white,no,42.39839,0.0023792477,-0.00051692966,-0.07417738,northcentral,between 0.0 and 35.0
yes,no,yes,12years,white,no,34.816113,-0.0013686176,-0.0018918138,20.072151,other,greater than 40.0
yes,no,no,16years,white,no,15.570111,-0.004953832,-0.005189398,49.203674,west,between 0.0 and 35.0
yes,yes,yes,16years,white,no,43.928997,-0.0016197864,-0.00393467,0.27714503,northcentral,greater than 40.0
yes,no,yes,12years,white,no,12.623625,1.006022,0.9932921,0.44727862,northcentral,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,44.195488,0.001986081,-0.002148127,0.07086459,other,between 0.0 and 35.0
yes,yes,no,9-11years,white,no,24.253117,-0.0020303894,0.0004029226,15.349137,other,between 0.0 and 35.0
yes,no,yes,12years,white,no,14.126563,0.002035278,-0.013509193,6.9599104,northcentral,between 0.0 and 35.0
yes,no,no,12years,white,no,37.712337,0.0016516332,-0.00012371736,-0.13104554,northcentral,between 0.0 and 35.0
no,no,no,12years,white,no,4.136928,1.331636,0.0010777798,10.479871,south,between 0.0 and 35.0
yes,no,yes,12years,white,no,41.44178,-0.0028005901,-0.0013551192,-0.2904737,other,between 0.0 and 35.0
yes,yes,yes,16years,white,no,47.6377,-0.003081844,-0.0018439112,0.13712645,south,between 0.0 and 35.0
yes,no,no,12years,white,no,32.7285,-0.00014054545,0.0024841095,6.541483,northcentral,between 0.0 and 35.0
yes,no,yes,12years,other,yes,5.0886545,2.4130006,-0.0055486895,9.94104,west,between 0.0 and 35.0
no,no,yes,16years,white,no,12.90192,1.28295,2.0646858,55.400795,other,between 35.0 and 40.0
yes,no,no,16years,white,no,11.193626,0.014897432,-0.0031017105,-0.5487489,south,between 0.0 and 35.0
no,yes,no,12years,white,no,20.319067,0.00072042964,-0.0022803517,0.1802992,south,greater than 40.0
