hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,yes,yes,12years,white,no,32.0,0,0,28.0,other,greater than 40.0
yes,yes,yes,9-11years,white,no,23.0,0,0,44.0,west,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,15.0,1,2,43.0,south,greater than 40.0
yes,yes,yes,12years,white,no,28.0,0,0,31.0,northcentral,greater than 40.0
yes,yes,yes,12years,white,no,41.0,0,1,4.0,west,between 0.0 and 35.0
no,yes,yes,12years,white,no,13.0,0,2,13.0,other,greater than 40.0
no,yes,yes,16years,white,no,24.0,1,0,66.0,other,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,16.0,0,0,46.0,south,greater than 40.0
yes,yes,yes,12years,white,no,43.0,0,1,8.0,northcentral,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,29.0,0,0,31.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,42.0,1,2,33.0,other,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,36.0,0,1,29.0,south,between 0.0 and 35.0
yes,no,yes,16years,white,no,35.0,0,0,23.0,west,between 0.0 and 35.0
yes,yes,yes,9-11years,white,no,25.0,1,0,48.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,no,18.0,0,0,32.0,other,between 0.0 and 35.0
no,yes,yes,12years,white,no,30.0,1,1,49.0,south,greater than 40.0
no,yes,yes,13-15years,white,no,33.0,0,2,36.0,west,between 0.0 and 35.0
yes,yes,yes,12years,white,no,28.0,0,0,41.0,northcentral,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,39.0,0,1,39.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,14.0,0,0,37.0,other,between 0.0 and 35.0
no,yes,yes,12years,white,no,20.0,1,0,31.0,other,greater than 40.0
yes,no,yes,16years,white,no,38.0,0,2,28.0,south,between 0.0 and 35.0
yes,yes,yes,9-11years,white,no,22.0,0,0,62.0,south,greater than 40.0
yes,yes,yes,12years,white,no,44.0,1,1,52.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,no,30.0,0,0,63.0,other,greater than 40.0
no,yes,yes,16years,white,no,19.0,1,0,57.0,other,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,37.0,0,0,40.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,23.0,0,2,44.0,west,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,31.0,0,0,50.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,no,45.0,0,0,47.0,other,between 0.0 and 35.0
yes,yes,yes,16years,white,no,26.0,0,1,43.0,south,between 0.0 and 35.0
no,yes,yes,12years,white,no,39.0,1,1,26.0,other,greater than 40.0
yes,yes,yes,13-15years,white,no,27.0,0,2,42.0,south,greater than 40.0
