hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,yes,yes,12years,white,yes,16.0,0,0,46.0,west,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,31.0,1,1,67.0,other,greater than 40.0
yes,yes,yes,12years,white,yes,28.0,0,0,31.0,south,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,19.0,0,1,52.0,west,greater than 40.0
yes,yes,yes,>16years,white,yes,25.0,0,0,61.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,30.0,0,0,40.0,other,between 35.0 and 40.0
yes,yes,yes,13-15years,white,yes,24.0,1,0,60.0,south,greater than 40.0
yes,yes,yes,12years,white,yes,37.0,0,0,50.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,23.0,0,1,58.0,other,greater than 40.0
yes,yes,yes,>16years,white,yes,21.0,0,0,26.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,32.0,0,0,48.0,south,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,29.0,0,0,34.0,west,greater than 40.0
yes,yes,yes,12years,white,yes,20.0,1,1,55.0,other,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,36.0,0,0,59.0,south,greater than 40.0
no,yes,yes,13-15years,white,no,18.0,0,1,23.0,south,between 0.0 and 35.0
yes,no,yes,12years,white,no,25.0,1,0,41.0,northcentral,greater than 40.0
no,no,no,16years,white,no,11.0,0,2,31.0,west,between 0.0 and 35.0
yes,yes,yes,12years,white,no,20.0,0,1,36.0,south,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,17.0,0,1,25.0,northcentral,greater than 40.0
no,yes,no,12years,white,yes,29.0,0,0,14.0,other,between 0.0 and 35.0
no,no,no,13-15years,white,no,22.0,1,1,19.0,south,between 35.0 and 40.0
yes,yes,yes,16years,white,yes,16.0,0,2,49.0,south,greater than 40.0
no,yes,yes,13-15years,white,no,21.0,0,0,53.0,northcentral,greater than 40.0
yes,no,yes,12years,white,no,14.0,2,0,29.0,west,between 0.0 and 35.0
yes,yes,yes,12years,white,no,39.0,0,0,17.0,other,greater than 40.0
no,no,no,12years,white,yes,26.0,0,3,28.0,west,between 0.0 and 35.0
no,yes,no,16years,white,yes,10.0,1,0,10.0,south,greater than 40.0
yes,yes,yes,13-15years,white,no,24.0,1,0,38.0,northcentral,between 0.0 and 35.0
yes,no,yes,12years,white,no,35.0,0,0,31.0,south,between 0.0 and 35.0
no,yes,no,12years,white,no,18.0,0,1,44.0,west,greater than 40.0
yes,yes,yes,16years,white,no,8.0,1,2,60.0,south,between 0.0 and 35.0
yes,no,yes,13-15years,white,yes,34.0,0,0,21.0,other,greater than 40.0
no,yes,yes,13-15years,white,no,32.0,0,0,16.0,south,greater than 40.0
yes,yes,yes,12years,white,no,26.0,0,1,42.0,west,between 0.0 and 35.0
no,no,yes,9-11years,white,yes,5.5,2,0,32.0,other,between 0.0 and 35.0
no,yes,yes,13-15years,white,yes,28.0,0,2,25.0,south,greater than 40.0
yes,no,yes,12years,white,yes,30.0,0,0,48.0,northcentral,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,22.0,1,1,55.0,south,between 35.0 and 40.0
no,yes,yes,13-15years,white,no,14.0,0,0,51.0,northcentral,greater than 40.0
yes,yes,yes,12years,white,yes,38.0,0,0,19.0,other,greater than 40.0
yes,yes,yes,13-15years,white,yes,17.0,1,0,44.0,west,between 0.0 and 35.0
no,yes,yes,13-15years,white,yes,31.0,0,0,11.0,south,greater than 40.0
yes,yes,yes,16years,white,yes,12.0,0,2,67.0,south,between 0.0 and 35.0
yes,no,yes,12years,white,yes,27.0,0,0,24.0,northcentral,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,41.0,0,0,15.0,other,greater than 40.0
no,yes,yes,13-15years,white,yes,23.0,0,1,39.0,south,greater than 40.0
yes,yes,yes,13-15years,white,yes,19.0,2,0,58.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,15.0,0,1,52.0,south,between 35.0 and 40.0
yes,yes,yes,12years,white,yes,36.0,0,0,13.0,northcentral,greater than 40.0
yes,yes,yes,13-15years,white,yes,25.0,0,2,47.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,20.0,0,0,61.0,south,between 0.0 and 35.0
no,yes,yes,13-15years,white,yes,18.0,1,1,50.0,northcentral,greater than 40.0
yes,yes,yes,12years,white,yes,30.0,0,0,26.0,other,greater than 40.0
yes,yes,yes,13-15years,white,yes,33.0,0,0,18.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,10.0,2,0,68.0,south,between 35.0 and 40.0
yes,yes,yes,12years,white,yes,24.0,0,1,49.0,south,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,35.0,0,0,12.0,northcentral,greater than 40.0
yes,yes,yes,16years,white,yes,28.0,0,0,62.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,16.0,0,2,53.0,west,between 35.0 and 40.0
yes,yes,yes,13-15years,white,yes,22.0,1,0,60.0,northcentral,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,14.0,0,0,64.0,south,greater than 40.0
yes,yes,yes,12years,white,yes,38.0,0,0,20.0,other,greater than 40.0
yes,yes,yes,13-15years,white,yes,19.0,2,0,69.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,25.0,0,1,54.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,31.0,0,0,16.0,northcentral,greater than 40.0
yes,yes,yes,13-15years,white,yes,27.0,0,2,59.0,west,between 35.0 and 40.0
yes,yes,yes,16years,white,yes,18.0,1,0,66.0,south,between 35.0 and 40.0
yes,yes,yes,12years,white,yes,23.0,0,0,22.0,other,greater than 40.0
yes,yes,yes,13-15years,white,yes,33.0,0,0,19.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,15.0,2,0,70.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,29.0,0,1,51.0,south,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,26.0,0,0,17.0,northcentral,greater than 40.0
yes,yes,yes,16years,white,yes,24.0,0,0,63.0,south,between 35.0 and 40.0
yes,yes,yes,12years,white,yes,17.0,0,2,58.0,west,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,21.0,1,0,65.0,northcentral,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,16.0,0,0,71.0,south,greater than 40.0
yes,yes,yes,12years,white,yes,32.0,0,0,23.0,other,greater than 40.0
yes,yes,yes,13-15years,white,yes,28.0,0,1,56.0,west,between 35.0 and 40.0
yes,yes,yes,16years,white,yes,14.0,0,0,73.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,20.0,2,0,72.0,northcentral,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,25.0,0,0,18.0,west,between 0.0 and 35.0
yes,yes,yes,16years,white,yes,22.0,0,2,74.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,yes,30.0,0,0,24.0,other,greater than 40.0
