"RowNumber","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
47,15642125,"Barnes",752,"France","Male",41,6,111321.19,2,1,0,131091.42,0
48,15519283,"Ross",482,"Germany","Female",36,5,100021.19,2,1,1,127091.32,0
49,15784333,"Frazier",701,"Spain","Male",49,8,153213.41,1,0,0,171093.19,0
50,15819335,"Morales",820,"France","Female",30,3,84513.29,2,1,1,115013.29,0
51,15565128,"Sanchez",590,"Germany","Male",40,7,127231.19,2,1,0,155091.53,0
52,15698275,"Hansen",760,"Spain","Female",26,2,78309.35,1,0,1,85093.13,0
53,15739445,"Taylor",674,"France","Male",43,6,110321.41,2,1,0,137093.18,0
54,15581719,"Anderson",492,"Germany","Female",32,4,93309.52,2,1,1,117013.29,0
55,15802159,"Thomas",855,"Spain","Male",51,9,166213.62,2,1,0,187091.38,0
56,15547001,"White",615,"France","Female",40,5,99109.52,1,0,1,143013.29,0
57,15713591,"Harris",707,"Germany","Male",45,7,119231.19,2,1,0,161093.32,0
58,15627665,"Lewis",523,"Spain","Female",33,3,86213.49,2,1,1,108093.45,0
59,15845303,"Scott",774,"France","Male",47,8,144321.29,1,0,0,169091.51,0
60,15585327,"Torres",594,"Germany","Female",54,9,170213.19,2,1,0,189091.49,0
61,15762993,"Brooks",646,"Spain","Male",30,2,107213.41,1,0,1,97093.29,0
62,15642129,"Barnes",751,"France","Female",42,6,115321.19,2,1,0,135091.42,0
63,15519287,"Ross",481,"Germany","Male",37,5,103021.19,2,1,1,131091.32,0
64,15784337,"Frazier",700,"Spain","Female",50,8,157213.41,1,0,0,175093.19,0
65,15819339,"Morales",819,"France","Male",31,3,85513.29,2,1,1,119091.85,0
66,15565131,"Sanchez",589,"Germany","Female",41,7,130231.19,2,1,0,161091.53,0
67,15698279,"Hansen",759,"Spain","Male",27,2,79309.35,1,0,1,86093.13,0
68,15739449,"Taylor",673,"France","Female",44,6,114231.19,2,1,0,143093.18,0
69,15581723,"Anderson",491,"Germany","Male",33,4,96213.49,2,1,1,121091.85,0
70,15802163,"Thomas",854,"Spain","Female",52,9,169213.62,2,1,0,191091.38,0
71,15547004,"White",614,"France","Male",40,5,101231.19,1,0,1,149013.29,0
72,15713595,"Harris",706,"Germany","Female",46,7,122231.19,2,1,0,167093.32,0
73,15627669,"Lewis",522,"Spain","Male",34,3,88309.35,2,1,1,111093.45,0
74,15845305,"Scott",773,"France","Female",48,8,149321.29,1,0,0,173091.51,0
75,15585331,"Torres",593,"Germany","Male",55,9,175213.19,2,1,0,195091.49,0
76,15762998,"Brooks",645,"Spain","Female",31,2,109213.41,1,0,1,98093.29,0
77,15642133,"Barnes",750,"France","Male",43,6,118231.19,2,1,0,141091.42,0
78,15519293,"Ross",480,"Germany","Female",38,5,106021.19,2,1,1,135091.32,0
79,15784341,"Frazier",699,"Spain","Male",51,8,161213.41,1,0,0,181093.19,0
80,15819343,"Morales",818,"France","Female",32,3,86513.29,2,1,1,123091.85,0
81,15565135,"Sanchez",588,"Germany","Male",42,7,132231.19,2,1,0,165091.53,0
82,15698283,"Hansen",758,"Spain","Female",28,2,80309.35,1,0,1,87093.13,0
83,15739453,"Taylor",672,"France","Male",45,6,116231.19,2,1,0,147093.18,0
84,15581727,"Anderson",490,"Germany","Female",34,4,98309.35,2,1,1,125091.85,0
85,15802167,"Thomas",853,"Spain","Male",53,9,172213.62,2,1,0,197091.38,0
86,15547007,"White",613,"France","Female",41,5,104231.19,1,0,1,153013.29,0
87,15713599,"Harris",705,"Germany","Male",47,7,125231.19,2,1,0,173093.32,0
88,15627673,"Lewis",521,"Spain","Female",35,3,90309.35,2,1,1,112093.45,0
89,15845307,"Scott",772,"France","Male",49,8,153321.29,1,0,0,177091.51,0
90,15585335,"Torres",592,"Germany","Female",56,9,180213.19,2,1,0,201091.49,0
91,15763002,"Brooks",644,"Spain","Male",32,2,111213.41,1,0,1,99093.29,0
92,15642137,"Barnes",749,"France","Female",44,6,121231.19,2,1,0,147091.42,0
93,15519299,"Ross",479,"Germany","Male",39,5,109021.19,2,1,1,141091.32,0
94,15784345,"Frazier",698,"Spain","Female",52,8,165213.41,1,0,0,187093.19,0
95,15819347,"Morales",817,"France","Male",33,3,87513.29,2,1,1,127091.85,0
96,15565139,"Sanchez",587,"Germany","Female",43,7,135231.19,2,1,0,171091.53,0
97,15698287,"Hansen",757,"Spain","Male",29,2,81309.35,1,0,1,88093.13,0
98,15739457,"Taylor",671,"France","Female",46,6,118231.19,2,1,0,153093.18,0
99,15581731,"Anderson",489,"Germany","Male",35,4,100309.35,2,1,1,129091.85,0
100,15802171,"Thomas",852,"Spain","Female",54,9,175213.62,2,1,0,203091.38,0
101,15547010,"White",612,"France","Male",42,5,106231.19,1,0,1,159013.29,0
102,15713603,"Harris",704,"Germany","Female",48,7,128231.19,2,1,0,179093.32,0
103,15627677,"Lewis",520,"Spain","Male",36,3,91309.35,2,1,1,115093.45,0
104,15845309,"Scott",771,"France","Female",50,8,157321.29,1,0,0,183091.51,0
105,15585339,"Torres",591,"Germany","Male",57,9,185213.19,2,1,0,209091.49,0
106,15763006,"Brooks",643,"Spain","Female",33,2,113213.41,1,0,1,100093.29,0
107,15642141,"Barnes",748,"France","Male",45,6,123231.19,2,1,0,151091.42,0
108,15519303,"Ross",478,"Germany","Female",40,5,112021.19,2,1,1,147091.32,0
109,15784349,"Frazier",697,"Spain","Male",53,8,171213.41,1,0,0,193093.19,0
110,15819351,"Morales",816,"France","Female",34,3,88513.29,2,1,1,131091.85,0
111,15565143,"Sanchez",586,"Germany","Male",44,7,139231.19,2,1,0,177091.53,0
112,15698293,"Hansen",756,"Spain","Female",30,2,82309.35,1,0,1,89093.13,0
113,15739461,"Taylor",670,"France","Male",47,6,120231.19,2,1,0,159093.18,0
114,15581735,"Anderson",488,"Germany","Female",36,4,101309.35,2,1,1,133091.85,0
115,15802175,"Thomas",851,"Spain","Male",55,9,180213.62,2,1,0,211091.38,0
116,15547013,"White",611,"France","Female",43,5,109231.19,1,0,1,163013.29,0
117,15713607,"Harris",703,"Germany","Male",49,7,132231.19,2,1,0,185093.32,0
118,15627681,"Lewis",519,"Spain","Female",37,3,92309.35,2,1,1,118093.45,0
119,15845311,"Scott",770,"France","Male",51,8,161321.29,1,0,0,189091.51,0
120,15585343,"Torres",590,"Germany","Male",58,9,190213.19,2,1,0,217091.49,0
121,15763011,"Brooks",642,"Spain","Female",34,2,115213.41,1,0,1,101093.29,0
122,15642145,"Barnes",747,"France","Male",46,6,126231.19,2,1,0,157091.42,0
123,15519307,"Ross",477,"Germany","Female",41,5,115021.19,2,1,1,153091.32,0
124,15784353,"Frazier",696,"Spain","Male",54,8,175213.41,1,0,0,201093.19,0
125,15819355,"Morales",815,"France","Female",35,3,89513.29,2,1,1,135091.85,0
126,15565147,"Sanchez",585,"Germany","Male",45,7,142231.19,2,1,0,183091.53,0
127,15698299,"Hansen",755,"Spain","Female",31,2,83309.35,1,0,1,90093.13,0
128,15739465,"Taylor",669,"France","Male",48,6,123231.19,2,1,0,165093.18,0
129,15581739,"Anderson",487,"Germany","Female",37,4,103309.35,2,1,1,139091.85,0
130,15802179,"Thomas",850,"Spain","Male",56,9,185213.62,2,1,0,223091.38,0
131,15547016,"White",610,"France","Female",44,5,112231.19,1,0,1,169013.29,0
132,15713611,"Harris",702,"Germany","Male",50,7,136231.19,2,1,0,195093.32,0
133,15627685,"Lewis",518,"Spain","Female",38,3,94309.35,2,1,1,121093.45,0
134,15845313,"Scott",769,"France","Male",52,8,165321.29,1,0,0,201091.51,0
135,15585347,"Torres",589,"Germany","Male",59,9,200213.19,2,1,0,229091.49,0
136,15763016,"Brooks",641,"Spain","Female",35,2,117213.41,1,0,1,103093.29,0
137,15642149,"Barnes",746,"France","Male",47,6,129231.19,2,1,0,163091.42,0
138,15519311,"Ross",476,"Germany","Female",42,5,119021.19,2,1,1,159091.32,0
139,15784357,"Frazier",695,"Spain","Male",55,8,183213.41,1,0,0,213093.19,0
140,15819359,"Morales",814,"France","Female",36,3,90513.29,2,1,1,141091.85,0
141,15565151,"Sanchez",584,"Germany","Male",46,7,145231.19,2,1,0,191091.53,0
142,15698303,"Hansen",754,"Spain","Female",32,2,84309.35,1,0,1,91093.13,0
143,15739469,"Taylor",668,"France","Male",49,6,126231.19,2,1,0,173093.18,0
144,15581743,"Anderson",486,"Germany","Female",38,4,105309.35,2,1,1,145091.85,0
145,15802183,"Thomas",849,"Spain","Male",57,9,195213.62,2,1,0,235091.38,0
146,15547019,"White",609,"France","Female",45,5,115231.19,1,0,1,175013.29,0
147,15713615,"Harris",701,"Germany","Male",51,7,140231.19,2,1,0,209093.32,0
148,15627689,"Lewis",517,"Spain","Female",39,3,96309.35,2,1,1,124093.45,0
149,15845315,"Scott",768,"France","Male",53,8,171321.29,1,0,0,215091.51,0
150,15585351,"Torres",588,"Germany","Male",60,9,210213.19,2,1,0,243091.49,0
151,15763021,"Brooks",640,"Spain","Female",36,2,119213.41,1,0,1,105093.29,0
152,15642153,"Barnes",745,"France","Male",48,6,132231.19,2,1,0,169091.42,0
153,15519315,"Ross",475,"Germany","Female",43,5,122021.19,2,1,1,165091.32,0
154,15784361,"Frazier",694,"Spain","Male",56,8,193213.41,1,0,0,227093.19,0
155,15819363,"Morales",813,"France","Female",37,3,91513.29,2,1,1,149091.85,0
156,15565155,"Sanchez",583,"Germany","Male",47,7,150231.19,2,1,0,201091.53,0
157,15698307,"Hansen",753,"Spain","Female",33,2,85309.35,1,0,1,92093.13,0
158,15739473,"Taylor",667,"France","Male",50,6,129231.19,2,1,0,181093.18,0
159,15581747,"Anderson",485,"Germany","Female",39,4,107309.35,2,1,1,151091.85,0
160,15802187,"Thomas",848,"Spain","Male",58,9,205213.62,2,1,0,247091.38,0
161,15547022,"White",608,"France","Female",46,5,118231.19,1,0,1,185013.29,0
162,15713619,"Harris",700,"Germany","Male",52,7,145231.19,2,1,0,221093.32,0
163,15627693,"Lewis",516,"Spain","Female",40,3,98309.35,2,1,1,127093.45,0
164,15845317,"Scott",767,"France","Male",54,8,175321.29,1,0,0,229091.51,0
165,15585355,"Torres",587,"Germany","Male",61,9,220213.19,2,1,0,253091.49,0
166,15763026,"Brooks",639,"Spain","Female",37,2,121213.41,1,0,1,107093.29,0
167,15642157,"Barnes",744,"France","Male",49,6,135231.19,2,1,0,175091.42,0
168,15519319,"Ross",474,"Germany","Female",44,5,125021.19,2,1,1,173091.32,0
169,15784365,"Frazier",693,"Spain","Male",57,8,203213.41,1,0,0,239093.19,0
170,15819367,"Morales",812,"France","Female",38,3,92513.29,2,1,1,153091.85,0
171,15565159,"Sanchez",582,"Germany","Male",48,7,155231.19,2,1,0,213091.53,0
172,15698311,"Hansen",752,"Spain","Female",34,2,86309.35,1,0,1,93093.13,0
173,15739477,"Taylor",666,"France","Male",51,6,132231.19,2,1,0,189093.18,0
174,15581751,"Anderson",484,"Germany","Female",40,4,111309.35,2,1,1,159091.85,0
175,15802191,"Thomas",847,"Spain","Male",59,9,215213.62,2,1,0,259091.38,0
176,15547025,"White",607,"France","Female",47,5,121231.19,1,0,1,195013.29,0
177,15713623,"Harris",699,"Germany","Male",53,7,151231.19,2,1,0,233093.32,0
178,15627697,"Lewis",515,"Spain","Female",41,3,100309.35,2,1,1,131093.45,0
179,15845319,"Scott",766,"France","Male",55,8,183321.29,1,0,0,245091.51,0
180,15585359,"Torres",586,"Germany","Male",62,9,230213.19,2,1,0,263091.49,0
181,15763031,"Brooks",638,"Spain","Female",38,2,123213.41,1,0,1,109093.29,0
182,15642161,"Barnes",743,"France","Male",50,6,139231.19,2,1,0,185091.42,0
183,15519323,"Ross",473,"Germany","Female",45,5,129021.19,2,1,1,181091.32,0
184,15784369,"Frazier",692,"Spain","Male",58,8,213213.41,1,0,0,251093.19,0
185,15819371,"Morales",811,"France","Female",39,3,93513.29,2,1,1,157091.85,0
186,15565163,"Sanchez",581,"Germany","Male",49,7,161231.19,2,1,0,223091.53,0
187,15698315,"Hansen",751,"Spain","Female",35,2,87309.35,1,0,1,94093.13,0
188,15739481,"Taylor",665,"France","Male",52,6,135231.19,2,1,0,201093.18,0
189,15581755,"Anderson",483,"Germany","Female",41,4,114309.35,2,1,1,163091.85,0
190,15802195,"Thomas",846,"Spain","Male",60,9,225213.62,2,1,0,273091.38,0
191,15547028,"White",606,"France","Female",48,5,125231.19,1,0,1,207013.29,0
192,15713627,"Harris",698,"Germany","Male",54,7,159231.19,2,1,0,247093.32,0
193,15627699,"Lewis",514,"Spain","Female",42,3,102309.35,2,1,1,136093.45,0
194,15845321,"Scott",765,"France","Male",56,8,191321.29,1,0,0,261091.51,0
195,15585363,"Torres",585,"Germany","Male",63,9,240213.19,2,1,0,275091.49,0
196,15763036,"Brooks",637,"Spain","Female",39,2,125213.41,1,0,1,111093.29,0
197,15642165,"Barnes",742,"France","Male",51,6,143231.19,2,1,0,197091.42,0
198,15519327,"Ross",472,"Germany","Female",46,5,133021.19,2,1,1,191091.32,0
199,15784373,"Frazier",691,"Spain","Male",59,8,223213.41,1,0,0,263093.19,0
200,15819375,"Morales",810,"France","Female",40,3,94513.29,2,1,1,163091.85,0
