hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
no,no,no,12years,white,no,30.0,0,3,1.0,northcentral,greater than 40.0
no,yes,no,12years,white,no,6.0,1,0,20.0,other,greater than 40.0
no,no,yes,12years,white,no,47.0,0,0,0.0,northcentral,between 0.0 and 35.0
no,yes,no,>16years,black,no,15.0,1,1,33.0,south,greater than 40.0
yes,no,yes,<9years,white,yes,22.0,0,3,16.0,northcentral,greater than 40.0
yes,yes,yes,12years,white,no,34.0,0,0,0.0,northcentral,greater than 40.0
yes,no,yes,13-15years,white,no,33.0,0,0,30.0,northcentral,between 0.0 and 35.0
yes,yes,yes,16years,white,no,7.0,1,0,70.0,west,greater than 40.0
no,yes,no,13-15years,white,no,6.0,2,0,49.0,west,greater than 40.0
yes,no,yes,13-15years,white,no,25.0,0,1,7.588,northcentral,between 0.0 and 35.0
no,no,yes,9-11years,white,yes,5.5,2,0,18.0,other,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,18.0,0,3,60.0,other,between 0.0 and 35.0
yes,no,yes,12years,white,no,26.0,0,2,24.0,other,between 35.0 and 40.0
no,yes,no,12years,white,no,33.0,0,0,0.0,west,greater than 40.0
no,no,no,12years,white,no,9.0,1,0,1.2,other,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,36.0,0,0,0.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,18.0,1,1,30.172,northcentral,greater than 40.0
no,yes,yes,13-15years,white,no,32.0,0,0,28.46,south,greater than 40.0
