hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
no,no,no,16years,white,no,17.0,0,0,15.0,south,between 0.0 and 35.0
yes,yes,yes,>16years,white,no,29.0,0,0,41.669,northcentral,greater than 40.0
yes,no,yes,12years,white,no,7.0,0,0,23.0,south,between 35.0 and 40.0
yes,yes,yes,>16years,white,no,14.0,0,0,64.0,west,greater than 40.0
no,yes,yes,12years,white,no,36.0,0,0,4.0,northcentral,greater than 40.0
yes,no,yes,16years,black,no,19.0,0,2,3.5,northcentral,between 0.0 and 35.0
no,no,no,9-11years,white,no,35.5,0,0,0.0,south,between 35.0 and 40.0
no,yes,no,13-15years,white,no,8.0,0,0,5.272,other,greater than 40.0
yes,no,yes,12years,white,no,41.0,0,0,0.0,northcentral,between 0.0 and 35.0
yes,no,yes,16years,white,no,17.0,1,4,99.999,northcentral,between 0.0 and 35.0
no,no,yes,<9years,white,yes,15.0,1,2,24.0,west,greater than 40.0
yes,yes,yes,<9years,white,no,39.0,0,1,30.0,other,greater than 40.0
no,no,no,<9years,white,yes,16.0,1,3,20.6,northcentral,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,28.0,0,0,58.0,other,greater than 40.0
yes,no,yes,13-15years,white,no,24.0,0,1,105.999,south,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,10.0,2,0,37.0,west,greater than 40.0
yes,no,yes,>16years,white,no,24.0,0,1,75.322,south,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,2.0,0,0,25.0,west,between 0.0 and 35.0
no,yes,yes,12years,white,no,28.0,0,2,35.0,south,greater than 40.0
yes,no,yes,13-15years,white,no,23.0,0,3,0.0,northcentral,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,30.0,0,0,45.0,west,greater than 40.0
no,yes,no,16years,white,yes,13.0,0,0,30.0,west,greater than 40.0
yes,no,yes,>16years,white,no,17.0,0,2,25.0,northcentral,greater than 40.0
yes,no,yes,12years,white,no,41.0,0,0,85.0,northcentral,between 0.0 and 35.0
no,yes,no,9-11years,white,no,43.5,0,0,13.154,west,greater than 40.0
no,yes,no,12years,white,no,19.0,0,2,0.0,northcentral,greater than 40.0
yes,no,yes,12years,white,no,21.0,0,2,35.0,northcentral,greater than 40.0
yes,no,yes,13-15years,white,no,14.0,2,1,99.999,northcentral,between 0.0 and 35.0
no,no,no,<9years,white,no,50.0,0,0,0.0,other,between 0.0 and 35.0
yes,yes,yes,13-15years,white,yes,20.0,0,3,99.0,west,greater than 40.0
no,yes,no,13-15years,white,no,29.0,0,0,32.0,northcentral,greater than 40.0
no,yes,no,12years,white,no,20.0,0,0,46.0,other,greater than 40.0
no,yes,no,13-15years,white,yes,28.0,1,0,34.0,other,greater than 40.0
yes,no,yes,13-15years,other,no,32.0,0,0,24.0,south,greater than 40.0
no,yes,yes,13-15years,white,no,36.0,0,0,99.999,northcentral,greater than 40.0
yes,yes,yes,16years,white,no,7.0,0,0,36.0,west,greater than 40.0
yes,no,yes,9-11years,white,no,37.5,0,1,19.24,south,between 0.0 and 35.0
yes,yes,yes,13-15years,white,no,8.0,1,0,27.8,south,greater than 40.0
yes,no,yes,12years,white,no,21.0,0,1,30.0,west,greater than 40.0
no,yes,no,>16years,white,no,29.0,0,0,0.0,other,greater than 40.0
no,no,no,9-11years,white,yes,17.5,0,0,21.0,other,greater than 40.0
no,yes,yes,12years,white,no,28.0,0,1,25.0,northcentral,between 35.0 and 40.0
yes,no,yes,9-11years,white,no,30.5,0,0,52.0,south,between 0.0 and 35.0
no,yes,no,13-15years,white,no,12.0,0,0,58.24,south,greater than 40.0
yes,no,yes,12years,white,no,38.0,0,0,0.0,south,between 0.0 and 35.0
no,yes,no,9-11years,white,no,7.5,1,0,6.0,south,greater than 40.0
yes,no,yes,>16years,white,no,9.0,2,0,80.0,other,between 0.0 and 35.0
yes,no,yes,12years,white,no,38.0,0,0,17.5,other,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,6.0,1,1,44.31,south,between 0.0 and 35.0
no,yes,no,12years,white,no,32.0,0,0,23.8,other,greater than 40.0
no,yes,no,13-15years,white,no,18.0,0,0,25.0,other,greater than 40.0
no,no,no,12years,white,no,32.0,0,0,19.5,south,greater than 40.0
no,no,no,16years,white,no,11.0,1,0,40.5,other,between 0.0 and 35.0
yes,no,yes,>16years,white,no,15.0,3,0,63.0,other,between 0.0 and 35.0
yes,yes,yes,12years,white,no,20.0,0,1,20.0,northcentral,greater than 40.0
no,no,no,12years,white,no,29.0,0,0,0.0,west,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,42.0,0,0,0.0,other,between 35.0 and 40.0
no,no,no,13-15years,white,no,20.0,0,0,0.25,northcentral,greater than 40.0
no,yes,no,13-15years,white,no,32.0,0,0,25.0,west,greater than 40.0
no,no,no,12years,white,no,16.0,1,1,13.0,west,between 0.0 and 35.0
no,no,no,<9years,white,yes,11.0,0,0,6.0,south,between 0.0 and 35.0
yes,no,yes,9-11years,white,no,27.5,0,0,22.0,south,between 0.0 and 35.0
no,yes,no,16years,white,no,17.0,2,2,43.0,northcentral,greater than 40.0
yes,no,yes,9-11years,white,no,6.5,0,0,35.0,other,greater than 40.0
no,no,no,12years,white,no,46.0,0,0,0.0,other,between 0.0 and 35.0
no,yes,no,12years,white,no,44.0,0,0,0.0,west,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,13.0,0,0,18.0,northcentral,greater than 40.0
yes,yes,yes,12years,white,no,15.0,0,0,24.5,northcentral,greater than 40.0
no,yes,no,12years,white,no,14.0,1,3,34.0,northcentral,between 35.0 and 40.0
yes,no,yes,12years,white,no,13.0,1,1,33.816,south,greater than 40.0
no,yes,no,12years,white,no,7.0,0,0,5.0,west,greater than 40.0
no,yes,no,13-15years,white,no,19.0,2,0,50.0,west,greater than 40.0
no,no,yes,12years,white,no,22.0,0,0,27.0,west,greater than 40.0
yes,no,yes,13-15years,white,no,7.0,1,0,29.8,other,greater than 40.0
yes,no,yes,16years,white,no,18.0,0,1,56.0,west,between 0.0 and 35.0
yes,no,yes,13-15years,white,no,11.0,2,0,50.0,other,between 0.0 and 35.0
no,no,no,13-15years,white,no,27.0,0,0,0.4,west,greater than 40.0
yes,no,yes,9-11years,white,no,37.5,0,0,30.0,northcentral,greater than 40.0
yes,no,yes,13-15years,white,no,25.0,0,2,41.5,northcentral,greater than 40.0
yes,no,yes,13-15years,white,no,10.0,0,1,18.72,other,between 0.0 and 35.0
no,yes,yes,16years,white,no,20.0,0,0,47.0,south,greater than 40.0
yes,no,yes,12years,white,no,21.0,0,1,47.027,south,between 0.0 and 35.0
yes,no,yes,12years,white,no,12.0,1,1,27.0,south,greater than 40.0
no,yes,yes,13-15years,white,no,39.0,0,0,10.0,other,greater than 40.0
no,no,no,9-11years,white,no,40.5,0,0,0.0,south,greater than 40.0
no,no,no,<9years,white,yes,24.0,0,1,5.0,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,23.0,0,2,60.0,northcentral,greater than 40.0
no,no,no,16years,white,no,5.0,0,0,8.271,south,between 0.0 and 35.0
yes,yes,yes,12years,white,no,29.0,0,1,13.0,other,between 0.0 and 35.0
no,yes,yes,13-15years,white,no,12.0,0,2,13.0,northcentral,between 35.0 and 40.0
