RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1019,15544321,Lee,590,France,Female,36,2,0.00,1,0,0,76000.00,0
1020,15655679,Perez,650,Spain,Male,27,5,110000.25,2,1,1,82000.99,0
1001,15432109,Martinez,710,France,Male,50,5,80234.56,2,1,0,94000.45,0
1002,15789412,Clark,640,Spain,Female,45,3,52345.78,1,1,1,86500.12,0
1003,15678901,Hernandez,680,France,Male,60,7,110234.89,1,1,0,103000.90,1
1004,15975310,Nguyen,590,France,Female,42,4,45000.00,1,0,0,78000.50,0
1005,15543217,Khan,720,Spain,Male,55,6,95000.12,2,1,1,112500.33,0
1006,15753124,Schmidt,650,France,Female,38,2,0.00,1,1,1,50000.00,0
1007,15612345,Bailey,555,France,Male,46,8,78000.67,1,0,1,62000.78,0
1008,15924680,Rossi,600,Spain,Female,39,1,67432.11,1,1,0,73000.25,0
1009,15690876,Nakamura,705,France,Male,52,9,123456.78,2,1,0,120000.00,1
1010,15567890,O'Neil,530,Spain,Male,47,4,98765.43,1,0,1,88000.55,0
1011,15700011,Rajan,675,France,Male,58,10,54321.99,1,1,0,99000.00,0
1012,15634567,Lombardi,740,France,Female,61,7,112345.67,2,1,1,135000.12,0
1013,15975346,Dupont,610,Spain,Female,44,5,43210.65,1,0,0,67000.80,0
1014,15785296,Ivanov,695,France,Male,49,6,102345.00,1,1,0,110500.40,1
1015,15678923,Gonzalez,580,Spain,Male,53,3,38400.00,1,0,1,75000.00,0
1016,15812345,Carvalho,615,France,Female,41,4,21000.55,1,1,0,68000.90,0
1017,15796320,Murphy,670,France,Male,56,8,98000.12,2,1,1,102300.75,1
1018,15600789,Popov,645,Spain,Female,47,5,87000.89,1,0,1,94000.25,0
1019,15900012,Bianchi,705,France,Male,63,9,134500.50,2,1,0,130000.99,1
1020,15745098,Fischer,625,Spain,Female,46,2,59000.34,1,1,1,85000.76,0
1023,15678901,Bennett,723,France,Male,34,7,54780.45,1,1,0,150000.00,0
1045,15634567,Martin,695,Spain,Female,29,4,120000.00,2,0,1,130000.55,0
1098,15698765,Davis,812,Germany,Male,41,8,45678.90,1,1,1,175600.30,0
1120,15623456,Taylor,678,France,Female,27,3,0.00,2,1,0,92000.40,0
1155,15611234,Anderson,740,Spain,Male,38,5,30045.67,1,1,1,164000.75,0
1200,15655678,Thomas,660,Germany,Female,32,6,98765.43,1,0,1,142300.50,0
1245,15699887,Jackson,710,France,Male,40,10,113445.67,2,1,0,189000.99,0
1299,15633456,White,675,Spain,Female,26,2,50000.12,1,1,1,95000.85,0
1350,15677889,Harris,800,Germany,Male,35,4,75000.00,2,1,0,110000.66,0
1402,15644990,Martin,715,France,Female,31,5,22000.78,1,0,1,120500.33,0
1425,15622468,Robinson,690,Spain,Male,37,7,67000.12,2,1,0,135200.44,0
1477,15688776,Clark,768,Germany,Female,29,8,43000.33,1,1,1,150000.00,0
1500,15610345,Rodriguez,735,France,Male,42,4,60000.45,2,0,1,172000.88,0
1533,15666888,Lewis,702,Spain,Female,33,9,82000.00,1,1,0,160000.12,0
1567,15655661,Lee,745,Germany,Male,36,6,99000.12,2,1,1,140500.67,0
1602,15633478,Walker,680,France,Female,30,3,40000.50,1,0,1,115000.55,0
1650,15688990,Hall,767,Spain,Male,38,5,85000.99,2,1,0,155000.15,0
1705,15677733,Allen,710,Germany,Female,27,4,35000.77,1,1,1,98000.45,0
1750,15644567,Young,695,France,Male,39,8,91000.88,1,0,1,145000.66,0
1800,15633221,King,780,Spain,Female,35,7,5000.50,2,1,1,167890.15,0
10001,15697845,Lombardi,720,France,Male,45,7,85720.50,1,1,0,102000.00,0
10002,15734219,Moreau,695,Spain,Female,52,9,0.00,2,1,1,120500.25,0
10003,15648930,Rossi,810,Germany,Male,39,4,23450.00,1,0,1,90000.00,1
10004,15789432,Garcia,640,France,Female,59,2,56000.75,1,1,0,67550.10,0
10005,15671234,Nielsen,680,Germany,Male,38,6,45000.00,1,0,1,80000.89,0
10006,15767890,Schneider,750,France,Female,50,8,98230.55,2,1,1,134500.00,1
10007,15634567,Kovács,530,Spain,Male,27,3,0.00,1,0,0,54000.40,1
10008,15712345,Jensen,660,Germany,Female,33,4,112300.99,2,1,0,75600.00,0
10009,15655678,Martin,710,France,Male,46,5,45010.10,1,1,1,99000.55,0
10010,15798765,Dubois,580,Spain,Female,55,7,75000.00,2,0,1,123450.67,1
10011,15633445,Richards,795,Germany,Male,42,6,63990.99,1,1,0,87000.00,0
10012,15722468,Petrov,670,France,Female,48,8,100000.00,2,1,1,112300.00,0
10013,15655670,Santos,610,Spain,Male,35,3,25000.25,1,0,1,65000.50,0
10014,15711122,Silva,730,France,Female,40,5,88000.80,2,1,0,102300.30,1
10015,15699876,Kowalski,580,Germany,Male,53,4,40000.00,1,1,0,95000.00,1
10016,15744321,Fischer,695,France,Female,49,7,47000.40,1,0,1,85000.10,0
10017,15623045,Ivanov,640,Spain,Male,37,6,60000.00,2,1,1,78000.00,0
10018,15733221,Dumont,710,Germany,Female,51,8,95000.95,1,0,1,105000.45,0
10019,15677654,Martinez,665,France,Male,44,5,32000.00,1,1,1,92000.25,0
10020,15788765,Lopez,720,Spain,Female,41,6,105000.00,2,0,0,110000.00,0
105,15712345,Smith,720,France,Male,55,7,85000.50,1,1,0,120000.00,0
106,15754321,Johnson,680,Spain,Female,43,5,0.00,2,0,1,55000.25,0
107,15798765,Williams,750,France,Male,62,3,130000.00,1,1,1,175000.00,1
108,15724689,Brown,660,Germany,Female,38,8,104500.75,2,1,0,60000.00,0
109,15736985,Jones,780,France,Female,47,6,0.00,1,0,0,150000.45,0
110,15785274,Miller,700,Spain,Male,52,4,52000.99,2,1,1,98000.00,1
111,15736478,Davis,630,Germany,Female,33,2,150000.00,1,0,0,45000.50,0
112,15719876,Garcia,725,France,Male,49,5,0.00,2,1,0,130000.10,0
113,15787456,Rodriguez,755,Spain,Female,41,9,87000.45,1,1,1,165000.00,1
114,15745678,Martinez,690,Germany,Male,57,8,89000.00,2,0,1,125000.00,0
115,15798701,Hernandez,710,France,Female,44,6,45000.00,1,1,0,98000.99,0
116,15765432,Lopez,740,Spain,Male,50,7,99000.00,2,1,0,142000.55,1
117,15732109,Gonzalez,680,Germany,Female,35,3,0.00,1,0,1,77000.00,0
118,15725896,Wilson,770,France,Male,60,9,125000.80,2,1,1,188000.00,1
119,15710293,Anderson,695,Spain,Female,40,5,73000.20,2,0,0,82000.00,0
120,15720468,Thomas,650,Germany,Male,54,4,0.00,1,1,1,134000.30,0
121,15736789,Taylor,800,France,Female,36,3,112000.00,1,1,1,99000.50,1
122,15748902,Moore,690,Spain,Male,48,2,67000.75,2,0,1,81000.00,0
123,15767890,Jackson,760,Germany,Female,59,8,98000.00,1,1,0,159000.00,1
124,15789012,White,720,France,Male,42,7,0.00,2,0,1,115000.99,0
9134,15423891,Garcia,720,France,Male,40,7,32000.50,2,1,0,120000.00,0
6721,15678942,Smith,685,Spain,Female,29,2,0.00,1,1,1,85000.25,1
3450,15791234,Khan,750,Germany,Male,35,3,45050.75,1,1,0,98000.00,0
8210,15324687,Patel,680,France,Female,42,8,23000.00,2,1,1,110000.50,0
4333,15874563,Rodriguez,705,Spain,Male,37,5,1000.00,2,1,0,95000.10,1
2201,15012345,Williams,630,France,Female,31,1,0.00,1,1,1,72000.55,0
9987,15935724,Muller,755,Germany,Male,46,4,125000.20,2,1,0,130000.80,0
1102,14678903,Davis,690,Spain,Female,27,0,0.00,1,1,1,54000.40,1
5543,15234678,Brown,710,France,Male,33,2,50000.00,1,1,1,105000.00,0
6677,15700123,Lee,765,Germany,Female,50,10,87000.99,2,1,0,140000.00,0
3890,15357986,Martinez,680,France,Male,38,6,74000.33,2,1,1,112000.15,1
7112,15246890,Kim,725,Spain,Female,44,9,59000.00,2,1,1,130500.50,0
5020,15123987,Lopez,640,France,Female,30,3,0.00,1,1,0,67000.00,1
8345,15902468,Schulz,748,Germany,Male,52,7,82000.47,2,1,0,150000.20,0
2600,15764209,Zhang,662,Spain,Female,42,8,3300.00,1,1,1,98000.88,1
4755,15056789,Nakamura,710,France,Male,39,5,45000.50,2,1,1,115000.00,0
9333,15632178,Ivanov,760,Germany,Male,47,4,60000.00,1,1,0,99000.00,1
3499,15398765,O'Neil,695,France,Female,34,2,0.00,1,1,1,78000.45,0
7888,15836912,Dubois,705,Spain,Male,41,9,99000.99,2,1,1,125000.75,0
1022,15197531,Foster,670,France,Female,28,0,0.00,1,1,0,50000.00,1
10001,11223344,Martinez,720,Spain,Female,45,4,87500.32,1,1,0,98000.55,0
10002,10765432,Schneider,680,Germany,Male,50,7,145230.00,2,1,1,120000.00,1
10003,12098765,Dubois,750,France,Female,39,3,0.00,1,0,1,85000.20,0
10004,11567890,Smith,810,Germany,Male,53,6,235000.75,2,1,0,140000.40,1
10005,10987654,Gonzalez,660,Spain,Male,47,5,125000.60,2,0,1,95000.00,1
10006,11112222,Moreau,790,France,Female,54,8,0.00,1,1,0,110000.88,0
10007,12233445,Rossi,700,Spain,Male,42,2,100000.10,1,1,1,78000.65,0
10008,12345678,Gomez,640,Germany,Female,35,1,20000.00,2,0,1,67000.55,1
10009,13243546,Hernandez,730,Spain,Male,60,9,0.00,2,1,0,150000.00,0
10010,14253647,Lefevre,815,France,Female,44,5,80000.95,1,1,1,130000.34,1
10011,15263748,Vargas,690,Spain,Female,38,4,45000.55,1,0,0,72000.00,0
10012,16273849,Schmidt,805,Germany,Male,56,7,110000.50,2,1,0,135000.67,1
10013,17283940,Lombardi,675,Spain,Male,49,3,50000.00,1,1,1,91000.22,0
10014,18294051,Mercier,765,France,Female,51,8,0.00,2,0,1,125000.99,0
10015,19205162,Novak,710,Germany,Male,37,2,30000.45,1,1,0,80000.80,1
10016,20216273,Jordan,800,France,Female,58,9,160000.00,2,1,1,155000.12,0
10017,21227384,Bauer,695,Germany,Male,48,5,95000.00,2,0,0,105000.55,0
10018,22238495,Ivanov,730,Spain,Female,43,4,0.00,1,1,1,87000.77,0
10019,23249506,Kowalski,770,Germany,Male,52,7,120000.30,2,1,1,140000.88,1
10020,24250617,Ribeiro,680,Spain,Female,41,3,64000.20,1,0,0,99000.99,0
5001,15900001,Smith,720,France,Male,41,3,24500.50,2,1,1,98765.43,0
5002,15900002,Johnson,680,Spain,Female,35,7,0.00,1,0,0,54321.00,0
5003,15900003,Williams,800,France,Female,54,2,5000.00,1,1,1,120000.00,1
5004,15900004,Brown,610,Spain,Male,32,5,30000.00,2,1,0,70000.00,0
5005,15900005,Jones,750,France,Male,47,8,0.00,1,0,1,85000.50,1
5006,15900006,Miller,660,Spain,Female,38,4,12500.75,2,1,1,45000.25,0
5007,15900007,Davis,690,France,Male,33,3,0.00,1,1,0,62000.00,0
5008,15900008,Garcia,830,France,Female,50,9,33333.33,2,0,1,150000.00,1
5009,15900009,Rodriguez,640,Spain,Male,37,6,0.00,1,1,0,54000.99,0
5010,15900010,Wilson,770,France,Male,45,10,80000.00,2,0,1,133000.00,0
5011,15900011,Martinez,695,Spain,Female,39,3,15000.00,1,1,1,99000.00,0
5012,15900012,Anderson,720,France,Male,52,7,0.00,2,0,0,123456.78,1
5013,15900013,Thomas,805,Spain,Male,48,4,67000.00,1,1,1,111111.11,0
5014,15900014,Taylor,635,France,Female,36,2,0.00,1,0,0,48000.00,0
5015,15900015,Moore,710,Spain,Male,43,5,42300.00,2,1,0,102300.00,1
5016,15900016,Jackson,675,France,Female,40,6,0.00,1,1,1,67000.00,0
5017,15900017,Martin,760,Spain,Male,49,8,100000.00,2,0,0,145000.00,1
5018,15900018,Kim,640,France,Female,31,1,500.50,1,1,1,35000.00,0
5019,15900019,Perez,800,Spain,Male,55,10,76543.21,2,1,1,157000.00,1
5020,15900020,White,685,France,Female,42,2,0.00,1,0,0,63000.00,0
1001,15610001,Garcia,712,Spain,Female,45,4,25430.75,2,1,1,85000.50,0
1002,15610002,Dubois,680,France,Male,52,6,0.00,1,0,1,69000.20,0
1003,15610003,Mueller,645,France,Female,38,3,78945.30,2,1,0,105000.00,0
1004,15610004,Rossi,590,Spain,Male,60,8,134500.00,1,0,0,73000.45,0
1005,15610005,Smith,750,Spain,Female,33,2,56000.12,2,1,1,91234.56,0
1006,15610006,Knight,800,France,Male,29,1,23000.00,1,1,1,61000.00,0
1007,15610007,Bianchi,630,France,Female,55,7,102345.67,1,0,1,80000.20,0
1008,15610008,Hernandez,705,Spain,Male,47,5,45321.99,2,1,0,95000.10,0
1009,15610009,Carvalho,655,Spain,Female,39,4,0.00,1,0,1,78000.00,0
1010,15610010,Nowak,710,France,Male,50,10,157000.75,1,1,0,123000.95,0
1011,15610011,Garcia,690,Spain,Male,41,3,80500.22,2,0,1,99000.00,0
1012,15610012,Lefevre,725,France,Female,48,6,50123.33,1,1,1,67000.44,0
1013,15610013,Garcia,680,Spain,Female,36,2,112345.67,2,0,0,103456.78,0
1014,15610014,Schmidt,765,France,Male,54,9,198765.43,1,1,1,114000.00,0
1015,15610015,Ivanov,605,Spain,Female,32,4,45000.00,1,0,0,85000.00,0
1016,15610016,Costa,710,France,Female,40,5,78000.80,2,1,1,92000.90,0
1017,15610017,Martin,670,Spain,Male,46,7,97000.00,2,0,1,110000.50,0
1018,15610018,Rossi,750,France,Male,59,8,123456.78,1,1,0,71000.10,0
1019,15610019,Martinez,690,Spain,Female,27,1,32000.00,2,1,1,54000.25,0
1020,15610020,Lemaire,622,France,Male,51,7,58000.67,1,0,1,88000.75,0
300,15700001,Johnson,550,France,Male,35,5,0.00,2,1,1,25000.50,0
301,15700002,Miller,720,Germany,Female,42,3,15000.75,1,0,1,55000.99,0
302,15700003,Davis,600,Spain,Male,29,2,0.00,2,1,0,40000.00,0
303,15700004,Rodriguez,680,France,Female,50,8,32000.30,2,1,1,75000.10,1
304,15700005,Martinez,650,Germany,Male,38,6,0.00,1,0,0,68000.12,0
305,15700006,Lopez,590,Spain,Female,31,4,5000.00,2,1,1,38000.65,0
306,15700007,Gonzalez,710,France,Male,44,7,0.00,1,0,1,102000.47,0
307,15700008,Wilson,640,Germany,Female,52,5,20000.00,2,1,0,85000.33,1
308,15700009,Anderson,575,Spain,Male,27,1,0.00,1,0,1,30000.82,0
309,15700010,Thomas,700,France,Female,39,3,0.00,2,1,1,99000.99,0
310,15700011,Taylor,660,Germany,Male,47,9,45000.55,2,0,1,45000.00,1
311,15700012,Hernandez,630,Spain,Female,33,6,0.00,1,1,0,36000.45,0
312,15700013,Moore,715,France,Male,40,4,28000.20,2,1,1,87000.67,0
313,15700014,Jackson,590,Germany,Female,36,2,0.00,1,0,0,54000.88,0
314,15700015,Martin,680,Spain,Male,55,8,15000.10,2,1,1,120000.00,1
315,15700016,Lee,705,France,Female,48,7,0.00,1,0,1,93000.22,0
316,15700017,Perez,640,Germany,Male,29,3,0.00,2,1,0,47000.50,0
317,15700018,Thompson,675,Spain,Female,41,4,32000.00,2,1,1,65000.33,0
318,15700019,White,690,France,Male,53,6,0.00,1,0,0,80000.12,1
319,15700020,Harris,610,Germany,Female,32,2,10000.00,2,1,1,52000.44,0
3001,15790123,Garcia,600,Germany,Female,40,3,50000.45,1,1,1,75000.00,0
3002,15781234,Martin,580,Spain,Male,55,4,120000.12,2,1,0,85000.50,1
3003,15774567,Dubois,610,France,Female,30,2,0.00,1,1,1,50000.00,0
3004,15767890,Schmidt,590,Germany,Male,45,5,200000.99,2,1,0,100000.25,1
3005,15761234,Alvarez,525,Spain,Female,22,1,30000.00,1,1,1,45000.30,0
3006,15753421,Moreau,615,France,Male,38,4,0.00,1,1,1,67000.80,0
3007,15745678,Brown,595,Germany,Female,50,6,145000.34,2,1,0,98000.70,1
3008,15738901,Lopez,560,Spain,Male,33,2,0.00,1,1,1,54000.45,0
3009,15732012,Durand,605,France,Female,47,3,89000.00,2,1,0,72000.90,1
3010,15727543,Sanchez,625,Germany,Male,29,5,110000.00,1,1,1,65000.00,0
3011,15719876,Weber,570,France,Female,52,1,0.00,1,1,0,93000.12,1
3012,15715678,Rossi,540,Spain,Female,41,4,125000.67,2,1,1,80000.00,0
3013,15714321,Schneider,595,Germany,Male,60,6,0.00,1,1,0,112000.66,0
3014,15713245,Gonzalez,610,Spain,Male,35,3,95000.80,2,1,1,72000.50,0
3015,15712789,Lefevre,565,France,Female,27,2,0.00,1,1,0,48000.90,1
3016,15711234,Kowalski,600,Germany,Male,42,5,134000.55,1,1,0,101000.20,0
3017,15710987,Ferrari,620,Spain,Female,32,3,87000.33,2,1,1,76000.00,0
3018,15709876,Dupont,585,France,Male,49,4,0.00,1,1,0,64000.40,1
3019,15708765,Fischer,575,Germany,Female,39,2,98000.00,2,1,1,83000.30,0
3020,15707654,Martinez,595,Spain,Male,31,3,75000.77,1,1,0,69000.60,1
101,15784592,Dubois,723,France,Male,45,3,0.0,2,1,1,52876.45,0
102,15723354,Martin,611,France,Female,32,4,0.0,1,0,1,84213.99,0
103,15799812,Lefevre,650,France,Male,39,5,0.0,2,1,0,92000.12,0
104,15678901,Moreau,587,France,Female,28,2,0.0,1,1,1,180000.50,0
105,15734622,Faure,710,France,Male,54,6,0.0,2,1,0,102345.67,1
106,15752341,Bernard,675,France,Female,36,5,0.0,1,1,1,73000.00,0
107,15691234,Dubois,790,France,Male,48,8,0.0,3,1,0,150000.20,0
108,15784723,Rousseau,630,France,Female,30,3,0.0,2,0,1,67000.33,0
109,15677344,Caron,560,France,Male,52,7,0.0,1,0,0,89000.78,0
110,15766788,Garnier,805,France,Male,41,4,0.0,2,1,1,121000.50,0
111,15735567,Petit,610,France,Female,27,1,0.0,1,0,0,95000.00,0
112,15688990,Renard,765,France,Male,55,9,0.0,3,1,1,134500.45,1
113,15722345,Morel,700,France,Female,40,4,0.0,2,1,0,115000.00,0
114,15700123,Legrand,645,France,Male,33,3,0.0,1,0,1,74000.88,0
115,15671234,Noel,580,France,Female,29,2,0.0,2,1,1,87000.99,0
116,15765432,Girard,800,France,Male,46,6,0.0,3,1,1,158000.10,0
117,15787532,Faure,690,France,Female,38,5,0.0,2,0,0,91000.22,0
118,15699876,Marchand,755,France,Male,50,7,0.0,2,1,1,132000.75,1
119,15744123,Bourgeois,620,France,Female,35,3,0.0,1,0,1,76000.00,0
120,15732345,Lambert,785,France,Male,42,4,0.0,3,1,0,145000.65,0
1023,15783245,Bennett,745,France,Male,42,4,85694.32,2,1,1,134523.50,0
2048,15673421,Roberts,688,Germany,Female,35,3,45789.10,1,0,1,98000.45,0
3179,15701234,Murphy,525,Spain,Male,31,2,0.00,1,1,0,75000.00,0
4890,15656789,Stevens,795,France,Male,46,6,142300.25,2,1,1,160000.00,0
5501,15744567,Williams,660,Germany,Female,38,1,123456.78,1,1,0,162511.55,0
6672,15799876,Gonzalez,710,Spain,Male,50,5,98765.43,2,0,1,145000.67,1
7123,15633221,Wilson,492,France,Female,33,2,23456.78,1,1,0,87000.12,0
8234,15722334,Kim,755,Germany,Male,41,4,110234.56,2,1,1,155432.67,0
9345,15755678,Chen,468,Spain,Female,30,3,0.00,3,0,0,123400.00,0
10456,15667789,Lee,680,France,Male,39,2,55678.90,1,1,1,113000.34,0
11567,15788990,Garcia,730,Germany,Female,44,6,130000.00,2,1,1,190000.98,0
12678,15645432,Hernandez,600,Spain,Male,37,3,78901.23,1,0,0,104500.55,0
13789,15766432,Martinez,555,France,Female,32,1,45000.00,2,1,1,80000.00,0
14890,15698765,Davis,720,Germany,Male,48,7,102345.67,1,1,1,175000.89,1
15901,15711223,Lopez,485,Spain,Female,36,4,65000.40,3,0,0,92000.12,0
16912,15677654,Peterson,690,France,Male,40,2,84500.00,2,1,0,138000.22,0
17923,15733445,Miller,500,Germany,Female,35,3,23000.55,1,0,1,105000.33,0
18934,15688900,Clark,685,Spain,Male,33,5,99000.99,2,1,1,130000.00,0
19945,15790012,Lewis,732,France,Female,45,4,112345.67,1,1,0,150000.11,0
20956,15612345,Walker,570,Germany,Male,38,2,44500.50,2,0,1,120000.75,0
1,15671234,Miller,720,France,Male,45,3,50000.50,2,1,1,60000.00,0
2,15703456,Garcia,680,France,Female,34,5,0.00,1,0,1,85000.75,0
3,15598765,Dubois,800,Spain,Male,50,7,120000.00,2,1,0,95000.00,1
4,15688888,Martin,650,France,Male,29,2,30000.25,1,1,1,50000.99,0
5,15712345,O'Neil,710,France,Female,40,4,75000.10,2,0,1,72000.50,0
6,15655555,Khan,560,France,Male,22,3,0.00,1,1,0,40000.00,0
7,15767890,Rossi,830,France,Male,55,10,133000.55,2,1,1,110000.20,1
8,15543210,Lee,720,France,Female,30,1,0.00,2,1,0,68000.30,0
9,15724680,Wong,690,France,Male,37,6,22000.00,1,1,1,80000.15,0
10,15678901,Schmidt,500,Spain,Male,41,8,0.00,1,0,1,63000.00,0
11,15700001,Dupont,750,France,Male,48,4,45000.45,2,1,1,90000.00,0
12,15610101,Lopez,680,France,Female,26,2,0.00,1,1,0,56000.00,0
13,15798765,Garcia,810,France,Male,52,7,98000.00,2,1,1,105000.00,0
14,15624680,Singh,640,France,Male,31,5,15000.00,1,0,1,61000.00,0
15,15735791,Peterson,770,France,Female,46,9,98000.32,2,1,1,115000.80,0
16,15576543,Cruz,600,France,Male,23,1,0.00,1,1,0,47000.00,0
17,15715975,Hernandez,820,Spain,Male,54,6,110000.00,2,1,1,102000.00,1
18,15632147,Müller,710,France,Female,35,4,35000.00,2,0,1,78000.00,0
19,15764286,Bianchi,670,France,Male,42,7,64000.80,1,1,0,88000.40,0
20,15590876,Edwards,740,France,Female,39,8,85000.00,2,1,1,99000.55,0
9431,15783201,Lansbury,712,France,Male,34,5,0.00,1,1,1,102345.67,0
11234,15892103,Morrison,644,Germany,Female,40,4,50000.45,1,1,0,75600.55,1
8457,15743988,Donovan,678,France,Female,45,7,134890.10,2,0,1,189000.80,0
10295,15637890,Fitzgerald,730,France,Male,50,10,56000.00,1,1,0,125000.00,1
6789,15920457,McAllister,685,Germany,Male,29,3,0.00,2,0,1,87000.30,0
5501,15768912,Blackwell,602,France,Female,37,6,76000.75,1,1,0,154000.15,1
13120,15871234,Lancaster,771,France,Female,42,8,32000.00,1,1,1,99000.99,0
9021,15654321,Harding,649,Germany,Male,38,4,45000.55,2,0,1,112345.67,1
7710,15738654,Shepherd,693,France,Male,47,9,0.00,1,1,0,137000.45,0
8450,15612789,Bennett,658,France,Female,33,5,25000.30,2,1,1,101000.25,0
9112,15987654,Warner,720,France,Male,41,6,98000.00,1,1,0,135000.00,1
10234,15794562,Donoghue,635,Germany,Female,36,2,15000.00,1,0,1,81000.40,0
12005,15834012,Kensington,710,France,Male,44,7,67500.85,1,1,1,200000.00,0
13579,15678943,Underwood,667,France,Female,39,5,45000.45,2,1,0,118000.60,1
14782,15728364,Rutherford,693,Germany,Male,50,8,86500.00,1,1,1,165000.88,0
15894,15827364,Remington,705,France,Female,32,1,24000.00,1,0,0,98000.77,1
16700,15796512,Cunningham,679,France,Male,46,9,105000.65,1,1,0,132500.55,0
17845,15840217,Harrington,712,France,Female,37,6,0.00,2,1,1,145000.33,1
18900,15684231,Prescott,685,Germany,Male,48,7,55000.20,1,1,0,112500.44,0
19567,15748120,Lovelace,699,France,Male,41,4,82000.00,2,0,1,167000.90,1
1001,15324567,Fitzgerald,682,Germany,Female,41,3,85623.45,1,1,0,112345.67,0
1002,15789043,Blackwell,720,France,Female,33,5,134567.89,2,1,1,98765.43,0
1003,15643278,Bennett,655,Germany,Female,27,2,98500.00,1,0,1,76000.00,1
1004,15987654,Hargreaves,710,Germany,Female,55,8,120034.50,2,1,0,134500.00,0
1005,15432109,Moreau,690,France,Female,47,4,110000.00,1,1,1,105000.00,0
1006,15236789,Dupont,660,France,Female,39,7,98000.12,2,0,1,94000.34,0
1007,15712345,Schneider,745,Germany,Female,29,2,175000.55,3,1,0,128000.45,1
1008,15387654,Foster,700,Germany,Female,60,6,145000.00,2,1,1,150000.00,0
1009,15678912,Lambert,640,Germany,Female,22,1,50000.00,1,0,0,65000.00,0
1010,15876543,Roy,720,France,Female,35,5,135000.10,2,1,1,116000.00,0
1011,15912345,Bourgeois,675,Germany,Female,50,3,112345.89,1,1,0,98000.50,0
1012,15765432,Weber,745,Germany,Female,42,8,132000.75,2,1,1,124000.00,1
1013,15543210,Martinez,610,France,Female,31,4,90000.00,1,0,1,87000.00,0
1014,15290876,Fischer,730,Germany,Female,28,5,158000.33,2,1,0,145000.50,0
