RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1094.9817,15570899.0,King,777.7014,France,Male,35.267033,8.0,0.0,2.0,0.0,1.0,42775.434,0.0
1390.1547,15581577.0,Clark,538.8326,Spain,Male,60.454742,9.0,0.0,2.0,1.0,1.0,179706.5,0.0
2335.1494,15785606.0,Clark,612.5324,Spain,Male,48.160435,9.0,117690.75,1.0,1.0,0.0,148491.94,0.0
3668.7693,15634869.0,Johnson,600.9968,France,Female,35.0,4.0,147394.05,2.0,1.0,1.0,59298.484,0.0
5785.177,15755597.0,Brown,581.4168,France,Male,40.0,2.0,89461.08,1.0,0.0,0.0,190091.4,0.0
768.68567,15569875.0,Sinclair,526.52295,Spain,Male,31.921957,7.0,0.0,2.0,1.0,1.0,128891.82,0.0
7589.6445,15575597.0,Genovese,850.0,France,Male,29.700329,6.2433414,81955.25,1.0,1.0,1.0,178705.77,0.0
6586.8433,15764972.0,Chin,665.66455,France,Female,44.371346,1.0,125739.08,1.0,1.0,1.0,101949.49,1.0
4738.0503,15582084.0,Pai,466.8147,France,Male,30.496943,5.0,0.0,2.0,1.0,1.0,53042.61,0.0
7333.066,15596180.0,Milanesi,545.64746,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,17519.791,0.0
4885.73,15713645.0,Milanesi,672.2219,Spain,Female,32.0,10.0,0.0,2.0,1.0,1.0,103457.14,0.0
894.18884,15782598.0,H?,609.17725,France,Male,29.014688,5.0,0.0,2.0,1.0,0.0,75674.0,0.0
1658.4507,15643749.0,Chin,594.2147,Germany,Male,34.0,3.0,140275.0,1.0,0.0,0.0,63484.035,0.0
4062.9795,15676035.0,Johnson,775.96344,France,Female,50.81432,5.0,34721.477,1.0,0.0,1.0,145044.1,1.0
1991.3098,15693830.0,Johnson,850.0,France,Male,34.381916,0.0,126435.47,1.0,0.0,1.0,92927.85,0.0
5608.2812,15655062.0,Pan,535.6131,France,Male,28.84598,7.0,0.0,2.0,1.0,1.0,22066.828,0.0
6069.99,15715448.0,Sinclair,586.3069,Germany,Male,26.12553,5.0,113980.69,1.0,0.0,1.0,18266.861,0.0
3819.6099,15661438.0,Henderson,533.3928,France,Male,38.0,3.9928172,0.0,2.0,1.0,1.0,152923.05,0.0
1050.869,15761426.0,Sinclair,787.29694,Spain,Male,37.0,2.0,0.0,2.0,0.0,1.0,162734.95,0.0
1624.631,15616358.0,Sun,663.5327,France,Female,42.0,5.0,137276.73,2.0,1.0,0.0,12853.529,0.0
2899.4717,15602224.0,H?,580.4321,Germany,Male,28.214514,9.0,128778.85,2.0,1.0,1.0,149066.64,0.0
5852.143,15614299.0,Brown,561.4732,Germany,Female,51.041275,1.0,138015.58,1.0,1.0,0.0,111786.62,1.0
4676.096,15658273.0,Walker,554.37585,France,Female,54.471016,4.0,0.0,1.0,1.0,0.0,82043.664,1.0
3123.589,15593484.0,Brown,505.95615,Germany,Male,26.686674,1.0,122172.76,2.0,1.0,1.0,175077.5,0.0
4478.1265,15772823.0,Milanesi,553.82983,France,Female,38.35683,1.0,123443.65,2.0,1.0,1.0,116527.04,0.0
3800.3918,15665884.0,Yu,734.43646,France,Male,37.088593,4.0,138842.8,1.0,1.0,0.0,95906.21,0.0
5043.852,15765141.0,Endrizzi,600.1148,Spain,Male,39.0,0.0,0.0,1.0,0.0,1.0,96666.34,0.0
8011.37,15726289.0,Clark,569.6816,France,Male,42.86954,10.0,0.0,2.0,0.0,1.0,177038.19,0.0
1636.4272,15744964.0,Endrizzi,546.3399,Germany,Female,31.0,4.0,79565.664,1.0,1.0,0.0,16355.056,0.0
4668.8843,15598999.0,Clark,761.6749,Spain,Female,33.0,3.0,105684.266,2.0,1.0,1.0,28151.594,0.0
2187.1284,15711835.0,Johnson,654.1979,France,Male,33.0,3.0,91691.734,1.0,0.0,0.0,91576.97,1.0
5572.079,15610436.0,Brown,769.56946,Germany,Female,31.0,2.2215617,84558.9,1.0,1.0,1.0,146755.17,0.0
5017.3843,15767013.0,Endrizzi,533.60236,Spain,Male,41.397472,1.0,0.0,2.0,0.0,0.0,94274.34,0.0
990.6307,15593772.0,Milanesi,681.31824,Germany,Female,38.0,5.0,108769.125,2.0,0.0,0.0,158758.34,0.0
5436.9673,15782736.0,Clark,689.0816,Germany,Female,34.0,5.0,121263.17,2.0,1.0,1.0,176144.62,0.0
7541.1255,15772915.0,Milanesi,514.77515,Spain,Male,35.341053,4.0,0.0,2.0,1.0,1.0,187791.8,0.0
975.1211,15627004.0,Genovese,774.65155,France,Female,53.477882,9.0,155911.72,1.0,0.0,1.0,32975.918,0.0
8989.135,15721132.0,Brown,768.32355,France,Male,32.470264,4.7942104,0.0,2.0,1.0,0.0,184568.42,0.0
6104.627,15717575.0,Endrizzi,715.77515,France,Female,51.284435,10.0,0.0,2.0,1.0,1.0,49260.0,0.0
7206.1924,15719412.0,H?,760.8695,Germany,Male,54.061306,8.0,152034.02,1.0,0.0,1.0,27848.457,0.0
6226.921,15779016.0,Endrizzi,693.65375,Spain,Male,26.184381,9.0,0.0,2.0,1.0,1.0,141728.6,0.0
4247.005,15755014.0,Milanesi,519.3882,Germany,Male,49.790222,4.0,125472.7,2.0,0.0,0.0,126344.32,0.0
4825.753,15628326.0,Endrizzi,734.547,Spain,Female,47.74927,4.0,0.0,1.0,1.0,0.0,92827.625,1.0
3499.3013,15751659.0,Johnson,752.94714,France,Female,28.682646,6.0,0.0,2.0,1.0,1.0,26925.334,0.0
878.6687,15621369.0,Johnson,617.0075,Germany,Female,53.14657,2.0,130905.3,1.0,0.0,1.0,113904.63,0.0
1739.0068,15728503.0,Clark,784.1966,France,Male,36.0,4.0,0.0,2.0,0.0,1.0,130588.08,0.0
2101.9912,15758015.0,Endrizzi,711.38794,Germany,Female,34.0,7.0,93127.84,2.0,0.0,1.0,188986.62,0.0
3952.1455,15626935.0,Clark,697.78424,Spain,Male,54.662724,6.0,121002.38,1.0,1.0,1.0,154235.9,0.0
1999.8331,15768113.0,Sinclair,609.7368,France,Male,30.0,4.065742,0.0,1.0,1.0,1.0,151425.17,0.0
8146.4604,15693496.0,Brown,707.0591,France,Female,35.863316,5.7934985,0.0,1.0,0.0,1.0,162750.86,0.0
7493.119,15650025.0,Bellucci,538.9287,Spain,Male,44.0,1.0,141970.73,1.0,1.0,0.0,139164.73,1.0
7046.149,15758127.0,Johnson,601.10504,Germany,Female,51.818203,6.0,130290.67,1.0,0.0,0.0,180096.44,1.0
4521.743,15786047.0,Endrizzi,535.8566,France,Male,36.36737,9.0,135373.27,1.0,1.0,0.0,176943.92,0.0
6074.247,15707111.0,Sinclair,556.6295,France,Female,50.269215,10.0,1127.4696,2.0,1.0,1.0,15714.802,0.0
6123.192,15740078.0,Endrizzi,559.1746,Germany,Female,52.197453,8.404516,135711.58,2.0,1.0,0.0,130996.77,1.0
7545.8003,15774639.0,Sinclair,722.8936,France,Male,37.0,2.0,0.0,2.0,1.0,0.0,138282.73,0.0
8285.3,15779506.0,Clark,556.8319,Germany,Male,35.85433,2.0,136292.38,1.0,1.0,1.0,51242.816,1.0
1703.2628,15638732.0,Chin,516.4822,Spain,Male,28.90141,0.0,143711.38,1.0,1.0,0.0,91555.65,1.0
4175.852,15717687.0,H?,580.79297,Germany,Female,30.0,7.5816936,52976.062,2.0,1.0,1.0,24482.834,0.0
8416.516,15587774.0,Genovese,562.3706,France,Male,39.63679,1.0,92129.46,1.0,1.0,0.0,84896.74,0.0
6309.49,15594276.0,H?,769.2445,Germany,Male,31.0,8.0,126432.24,2.0,1.0,1.0,35722.973,0.0
2894.0752,15740222.0,Chin,784.4542,Spain,Male,51.66288,1.0,98274.51,1.0,0.0,1.0,149083.61,0.0
6638.4897,15639205.0,Johnson,738.6056,Germany,Female,54.98635,5.0789266,133892.66,1.0,1.0,0.0,17139.9,1.0
4247.323,15765082.0,Pai,520.40027,Germany,Female,38.0,3.0,87582.56,2.0,1.0,1.0,52549.36,0.0
2675.654,15784214.0,Brown,635.1316,France,Male,53.340687,5.0,0.0,2.0,1.0,0.0,173907.69,1.0
4498.809,15713732.0,Endrizzi,541.2858,Germany,Male,34.0,5.0,0.0,2.0,0.0,1.0,141416.34,0.0
1849.878,15648734.0,Endrizzi,597.24963,France,Female,58.83997,7.0,103356.06,1.0,0.0,0.0,164705.12,1.0
2491.0486,15788502.0,Johnson,542.85284,France,Female,43.74624,4.0,138709.86,2.0,1.0,0.0,163791.47,1.0
8792.757,15642920.0,Brown,536.58594,France,Male,35.61309,1.0,0.0,1.0,1.0,0.0,193137.69,0.0
5846.4917,15597410.0,Endrizzi,724.04236,France,Male,25.203476,5.0,0.0,2.0,1.0,1.0,157378.6,0.0
2505.7527,15672600.0,Endrizzi,762.80145,France,Female,55.443356,0.0,117406.57,1.0,1.0,0.0,67314.95,1.0
6990.061,15606709.0,Johnson,634.1658,Germany,Male,34.0,2.0,104785.38,1.0,1.0,1.0,164152.97,0.0
1658.4052,15591741.0,Endrizzi,594.7523,Spain,Female,26.596422,3.0,0.0,2.0,1.0,0.0,126011.99,0.0
6997.4497,15776262.0,Sinclair,620.6688,France,Male,48.319965,7.0,128014.414,1.0,0.0,0.0,24584.607,1.0
4333.9834,15783188.0,Sinclair,716.2622,Germany,Male,31.0522,5.0,133779.84,2.0,1.0,1.0,150266.48,0.0
1687.8766,15790710.0,Chin,649.28503,Germany,Female,27.102644,9.0,119257.39,1.0,1.0,0.0,149916.31,0.0
8804.981,15777236.0,Johnson,635.4079,Spain,Female,34.994854,10.0,101670.914,1.0,1.0,1.0,53231.066,0.0
2838.404,15727564.0,Bellucci,503.30807,Germany,Male,34.0,6.0,91538.74,2.0,0.0,1.0,158011.56,0.0
3228.5928,15763864.0,Chin,609.2439,France,Female,50.05949,5.0,139215.56,1.0,0.0,0.0,181541.48,1.0
2965.96,15714132.0,Brown,577.19775,Spain,Female,37.06042,3.0,0.0,2.2058322,0.0,0.0,84774.9,0.0
1088.6697,15620539.0,McMillan,675.1566,France,Female,29.0,10.0,107042.07,1.0,1.0,1.0,151028.86,0.0
6881.729,15691873.0,Pai,691.6598,France,Male,44.0,4.0,0.0,1.0,1.0,1.0,122499.016,0.0
6559.088,15704521.0,Johnson,760.10425,France,Male,30.92863,5.0,108095.555,1.0,1.0,0.0,128156.06,0.0
2502.0688,15742315.0,Genovese,540.0234,France,Female,32.380627,1.0,122545.09,1.0,0.0,1.0,13566.217,0.0
9469.65,15768326.0,Sinclair,672.63214,France,Female,31.20085,5.0,0.0,2.0,1.0,1.0,140340.27,0.0
5692.581,15586562.0,Brown,726.77594,France,Female,26.038048,8.0,98923.3,1.0,1.0,1.0,78586.734,0.0
5851.9116,15761522.0,Johnson,792.77057,Germany,Female,50.97854,5.0,105979.39,1.0,0.0,0.0,178042.88,0.0
5012.4663,15723666.0,Johnson,534.59015,Spain,Female,32.0,3.8289301,0.0,2.0,1.0,1.0,155793.61,0.0
4778.88,15787619.0,Chin,724.87085,France,Male,49.860325,10.0,125037.055,1.0,1.0,0.0,50452.793,0.0
3211.9421,15761780.0,Pai,557.711,Spain,Female,52.554096,5.0,126492.13,1.0,0.0,0.0,170000.38,1.0
883.5827,15766944.0,Clark,677.26624,France,Male,30.213028,5.0,124705.93,1.0,0.0,0.0,51020.55,0.0
3928.069,15679339.0,Endrizzi,594.5074,Spain,Male,55.597008,8.0,133190.12,1.0,1.0,1.0,121799.13,0.0
9162.896,15684811.0,Henderson,570.7761,Germany,Male,41.0,0.0,128130.234,2.0,0.0,1.0,132795.67,1.0
7887.8354,15787944.0,Clark,723.0665,Spain,Male,43.831505,2.0,111921.25,1.0,1.0,0.0,13883.438,1.0
8092.375,15742725.0,Cameron,692.3195,France,Male,36.0,0.0,99553.97,1.0,1.0,0.0,89291.98,1.0
7708.4116,15776527.0,Endrizzi,731.695,France,Male,30.0,7.222354,135380.67,2.0,1.0,1.0,118671.35,0.0
3427.531,15624425.0,Genovese,715.91016,France,Female,37.0,4.0,0.0,1.0,0.0,1.0,59063.977,0.0
4893.824,15744342.0,Endrizzi,787.9641,France,Female,29.67098,4.718536,147640.92,1.0,0.0,1.0,145500.61,0.0
7286.9785,15716525.0,Milanesi,550.69977,Germany,Female,44.0,1.0,112755.375,2.0,1.0,1.0,125063.98,1.0
5186.6987,15616337.0,Cameron,684.9595,Germany,Male,48.866085,6.273413,122383.02,1.0,1.0,1.0,177463.44,1.0
3066.3071,15567258.0,Endrizzi,738.17725,Spain,Female,25.194872,6.0,0.0,2.0,0.0,0.0,98060.586,1.0
2030.6165,15636074.0,Bellucci,619.28625,Germany,Female,55.8252,2.0,117186.99,1.0,1.0,1.0,155552.61,0.0
5005.2583,15760717.0,Chin,508.1233,Spain,Male,36.170147,2.0,0.0,2.0,1.0,0.0,84576.82,0.0
6237.773,15779782.0,Pai,711.7795,Spain,Female,47.16031,5.0,105474.69,1.0,1.0,0.0,94322.74,1.0
3797.4958,15599751.0,Clark,733.69116,France,Male,52.10624,5.0,0.0,2.0,1.0,0.0,194978.22,0.0
6181.013,15719631.0,Chin,744.9428,Germany,Male,36.0,7.0,138028.64,2.0,1.0,0.0,191763.33,0.0
806.64215,15786708.0,Clark,781.1539,France,Female,34.0,5.0,0.0,1.0,1.0,0.0,121699.67,0.0
1527.607,15719941.0,Brown,524.95966,France,Male,30.17966,5.0,0.0,2.0,0.0,1.0,87062.12,0.0
2300.013,15747413.0,Johnson,640.4508,Germany,Female,41.735455,2.0,125349.805,1.0,0.0,1.0,146992.16,1.0
4181.9683,15628824.0,H?,650.4813,France,Male,41.0,4.0,146377.42,1.0,1.0,0.0,114090.02,0.0
3672.847,15728368.0,Sinclair,534.391,Germany,Male,31.327251,2.0,90643.22,1.0,1.0,0.0,55286.945,0.0
6719.9062,15757809.0,McMillan,723.7674,Germany,Female,51.14665,6.0,107227.86,1.0,1.0,0.0,152967.81,1.0
2779.3076,15755670.0,Milanesi,696.7907,Spain,Female,32.0,7.716347,0.0,2.0,1.0,1.0,175447.56,0.0
1450.5188,15758607.0,Chin,556.258,France,Male,29.0,4.0,142443.78,2.0,0.0,0.0,149715.33,0.0
2883.3105,15651536.0,Sinclair,746.7261,France,Female,35.0,5.0,0.0,2.0,0.0,0.0,10417.645,0.0
5890.691,15722123.0,Bellucci,738.91626,France,Male,41.0,0.0,130515.59,1.0,1.0,0.0,109684.14,0.0
1867.2521,15697688.0,Endrizzi,737.28265,Spain,Female,54.569187,7.0,0.0,2.0,1.0,0.0,18597.168,0.0
4760.148,15760689.0,Endrizzi,585.2115,France,Male,38.0,5.0,0.0,1.0,1.0,1.0,56207.008,0.0
6639.7974,15631144.0,Johnson,750.90466,France,Female,39.363083,3.0,141175.97,2.0,1.0,0.0,53328.945,0.0
4302.8726,15598362.0,Chin,593.55505,France,Male,53.65723,3.0,115824.58,1.0,0.0,1.0,112529.75,0.0
7053.024,15773414.0,Pai,715.5943,Spain,Female,50.351795,1.0,154993.23,1.0,1.0,0.0,67862.33,1.0
1977.3787,15595352.0,Johnson,597.29877,Germany,Female,29.0,9.0,138000.88,2.0,1.0,1.0,148127.5,0.0
5719.402,15648579.0,Brown,655.9727,Spain,Male,31.793571,5.0,124955.945,1.0,0.0,1.0,166144.1,0.0
3453.066,15768824.0,Brown,665.4449,France,Female,36.096073,5.746346,0.0,1.0,0.0,0.0,181642.25,0.0
4194.82,15665100.0,Johnson,760.9842,France,Female,57.403156,9.0,113986.92,1.0,0.0,0.0,186275.42,1.0
5641.751,15625751.0,Bellucci,715.27264,Spain,Male,47.135387,6.0,79530.99,1.0,1.0,0.0,24804.225,0.0
1944.7886,15795358.0,Moore,711.9731,Germany,Female,27.287933,2.0,143052.8,1.0,1.0,0.0,25525.453,1.0
6646.144,15761974.0,Bellucci,628.2369,Spain,Male,54.849857,5.0,0.0,2.0,1.0,0.0,132334.06,1.0
6703.9497,15585814.0,Chin,735.5297,Germany,Female,50.468807,8.0,111336.92,1.0,1.0,0.0,97335.66,1.0
4642.388,15574424.0,Brown,524.8847,France,Female,42.0,5.0,0.0,2.0,1.0,1.0,36694.312,0.0
5115.2,15771338.0,H?,491.22726,France,Female,32.533623,3.6411898,129627.15,2.0,1.0,1.0,150313.6,0.0
4188.5396,15752491.0,Brown,618.03687,Germany,Male,30.14273,3.0,100259.63,1.0,0.0,1.0,178306.83,0.0
2410.2595,15769189.0,Henderson,683.3718,France,Male,25.843904,8.0,0.0,2.0,1.0,1.0,128039.46,0.0
8259.4795,15777002.0,Milanesi,594.14496,France,Female,52.165466,5.0,0.0,1.0,0.0,1.0,192810.33,1.0
998.87427,15645957.0,Johnson,738.1274,Germany,Female,34.04926,5.0,148643.31,1.0,1.0,0.0,132020.38,0.0
7475.9985,15761248.0,Endrizzi,535.35596,Spain,Female,43.258865,0.79505944,0.0,1.0,1.0,1.0,169669.16,1.0
7958.118,15772906.0,Bellucci,625.87445,Spain,Female,45.95576,7.0,150865.88,1.0,1.0,0.0,65297.746,0.0
5476.9697,15783103.0,Chin,683.03186,France,Male,34.0,3.0,138225.22,1.0,1.0,0.0,98446.555,0.0
1341.698,15646516.0,Yu,648.82996,Germany,Male,29.312584,9.842097,128370.375,1.0,1.0,1.0,164996.02,0.0
8158.8486,15629353.0,Pai,599.10034,France,Male,38.334763,2.0,105788.516,1.0,1.0,0.0,16220.202,0.0
3845.286,15798184.0,Johnson,526.8067,Germany,Male,47.470356,8.718916,111042.54,1.0,1.0,0.0,154006.92,1.0
8462.207,15747968.0,Chin,760.55145,France,Female,51.686523,1.0,2057.7444,1.0,1.0,0.0,20653.088,1.0
6358.569,15573254.0,Johnson,693.9601,France,Female,26.403229,10.0,87683.04,1.0,1.0,1.0,34869.344,0.0
2291.7632,15654346.0,H?,557.8677,Spain,Female,50.276955,5.0,0.0,2.0,0.0,1.0,96601.61,0.0
7187.56,15774262.0,Chin,756.5573,Spain,Male,45.874615,1.0,90726.13,1.0,0.0,0.0,187291.17,0.0
4149.81,15663723.0,Sinclair,611.37225,Germany,Female,26.790998,9.0,117074.016,2.0,1.0,1.0,27506.088,0.0
2435.3167,15670130.0,Yu,648.6279,France,Male,37.81608,2.0,0.0,1.0,0.0,0.0,15213.2,0.0
1837.4808,15675356.0,Pai,649.8208,Spain,Female,37.0,8.0,122661.43,1.0,1.0,0.0,88125.84,0.0
4557.888,15744545.0,Pai,679.2315,Germany,Female,39.0,10.0,102662.14,1.0,0.0,0.0,169523.58,0.0
6409.5366,15793787.0,Endrizzi,763.83594,Spain,Female,50.23099,0.74469984,140289.77,1.0,1.0,0.0,154259.45,1.0
445.42578,15764034.0,Chin,642.08795,Germany,Female,36.0,7.0,78457.62,1.0,0.0,0.0,175045.56,0.0
3652.887,15638417.0,Yu,679.1833,France,Male,41.477776,4.0,121759.75,1.0,1.0,0.0,97849.836,0.0
5191.3174,15792429.0,Clark,604.9966,Germany,Male,26.331553,2.0,125740.266,1.0,1.0,0.0,183692.17,0.0
5498.4194,15769057.0,Pai,575.5893,Germany,Male,53.20683,0.0,130389.86,1.0,1.0,0.0,165485.03,1.0
6509.996,15569879.0,Milanesi,850.0,France,Male,28.023497,8.0,101457.79,2.0,1.0,1.0,150001.55,0.0
3025.3406,15608722.0,Clark,745.6771,Spain,Male,27.604511,5.5847244,129589.08,2.0,1.0,0.0,126806.3,0.0
909.6932,15737689.0,Chin,807.9433,Spain,Female,48.37392,5.0,0.0,2.0,0.0,0.0,19101.477,0.0
1550.3373,15710060.0,Endrizzi,644.2014,Spain,Female,39.0,4.0,84021.6,2.0,0.0,0.0,80219.14,0.0
767.36334,15735667.0,Milanesi,779.83685,France,Female,28.092875,3.680174,47648.03,2.0,0.0,1.0,12575.703,0.0
5079.794,15789134.0,Endrizzi,482.35605,France,Male,37.349754,6.0,139556.0,1.0,1.0,0.0,174075.33,0.0
5290.261,15687632.0,Milanesi,796.1432,Spain,Male,56.6844,0.7459785,0.0,1.0,0.0,1.0,159688.31,0.0
2401.9172,15694670.0,Chin,605.7265,France,Female,51.87199,0.53343844,88572.77,1.0,0.0,0.0,40085.93,1.0
7208.2627,15594514.0,Sinclair,598.06836,Germany,Male,29.674006,9.0,131757.4,2.0,1.0,1.0,81625.76,0.0
297.18616,15748184.0,Endrizzi,485.87195,France,Female,34.333042,3.053094,0.0,2.0,0.0,1.0,39395.56,0.0
4897.9653,15577122.0,McMillan,557.15,Germany,Male,44.458214,2.0,124825.14,1.0,1.0,1.0,30296.822,1.0
6069.9106,15738398.0,Bellucci,680.8876,France,Female,54.875492,0.7337277,0.0,1.0,1.0,0.0,35156.992,1.0
3580.7278,15776243.0,Clark,615.7352,Germany,Male,44.0,10.0,135458.86,1.0,1.0,0.0,92216.586,0.0
4249.9746,15582811.0,Johnson,712.2973,France,Male,50.206253,8.0,0.0,2.0,1.0,1.0,172984.77,0.0
2197.9512,15754730.0,Clark,622.1034,France,Male,39.727055,2.0,132779.0,1.0,1.0,0.0,64587.883,0.0
6583.7334,15615441.0,H?,707.886,France,Male,32.0,4.789332,0.0,2.0,1.0,1.0,25677.398,0.0
5431.496,15625333.0,Brown,573.3125,France,Female,28.815409,3.0,0.0,2.0,1.0,0.0,135866.92,0.0
7777.4707,15699148.0,Endrizzi,578.4258,France,Female,25.084017,2.289003,0.0,2.0,1.0,1.0,193119.28,0.0
6234.5195,15758058.0,Clark,758.1429,France,Female,51.425518,4.0,0.0,2.0,1.0,1.0,166307.28,0.0
5247.3564,15745190.0,Brown,571.19214,Spain,Male,50.667194,0.0,108649.055,1.0,1.0,0.0,175232.53,1.0
4333.979,15632182.0,Clark,680.687,Germany,Male,28.261728,4.0,137746.72,1.0,1.0,1.0,168415.08,0.0
3282.1245,15622844.0,Johnson,723.58777,Germany,Male,53.46955,7.663429,106529.65,1.0,0.0,1.0,22685.695,0.0
