RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3668,15634869,Johnson,600,France,Female,35,4,147394.05,2,1,1,59298.48,0
5785,15755597,Brown,581,France,Male,40,2,89461.08,1,0,0,190091.4,0
768,15569875,Sinclair,526,Spain,Male,31,7,0.0,2,1,1,128891.82,0
7589,15575597,Genovese,850,France,Male,29,6,81955.25,1,1,1,178705.77,0
6586,15764972,Chin,665,France,Female,44,1,125739.08,1,1,1,101949.49,1
4738,15582084,Pai,466,France,Male,30,5,0.0,2,1,1,53042.61,0
7333,15596180,Milanesi,545,France,Male,29,8,0.0,2,1,1,17519.79,0
4885,15713645,Milanesi,672,Spain,Female,32,10,0.0,2,1,1,103457.14,0
894,15782598,H?,609,France,Male,29,5,0.0,2,1,0,75674.0,0
1658,15643749,Chin,594,Germany,Male,34,3,140275.0,1,0,0,63484.04,0
4062,15676035,Johnson,775,France,Female,50,5,34721.48,1,0,1,145044.1,1
1991,15693830,Johnson,850,France,Male,34,0,126435.47,1,0,1,92927.85,0
5608,15655062,Pan,535,France,Male,28,7,0.0,2,1,1,22066.83,0
6069,15715448,Sinclair,586,Germany,Male,26,5,113980.69,1,0,1,18266.86,0
3819,15661438,Henderson,533,France,Male,38,3,0.0,2,1,1,152923.05,0
1050,15761426,Sinclair,787,Spain,Male,37,2,0.0,2,0,1,162734.95,0
1624,15616358,Sun,663,France,Female,42,5,137276.73,2,1,0,12853.53,0
2899,15602224,H?,580,Germany,Male,28,9,128778.85,2,1,1,149066.64,0
5852,15614299,Brown,561,Germany,Female,51,1,138015.58,1,1,0,111786.62,1
4676,15658273,Walker,554,France,Female,54,4,0.0,1,1,0,82043.66,1
3123,15593484,Brown,505,Germany,Male,26,1,122172.76,2,1,1,175077.5,0
4478,15772823,Milanesi,553,France,Female,38,1,123443.65,2,1,1,116527.04,0
3800,15665884,Yu,734,France,Male,37,4,138842.8,1,1,0,95906.21,0
5043,15765141,Endrizzi,600,Spain,Male,39,0,0.0,1,0,1,96666.34,0
8011,15726289,Clark,569,France,Male,42,10,0.0,2,0,1,177038.19,0
1636,15744964,Endrizzi,546,Germany,Female,31,4,79565.66,1,1,0,16355.06,0
4668,15598999,Clark,761,Spain,Female,33,3,105684.27,2,1,1,28151.59,0
2187,15711835,Johnson,654,France,Male,33,3,91691.73,1,0,0,91576.97,1
5572,15610436,Brown,769,Germany,Female,31,2,84558.9,1,1,1,146755.17,0
5017,15767013,Endrizzi,533,Spain,Male,41,1,0.0,2,0,0,94274.34,0
990,15593772,Milanesi,681,Germany,Female,38,5,108769.12,2,0,0,158758.34,0
5436,15782736,Clark,689,Germany,Female,34,5,121263.17,2,1,1,176144.62,0
7541,15772915,Milanesi,514,Spain,Male,35,4,0.0,2,1,1,187791.8,0
975,15627004,Genovese,774,France,Female,53,9,155911.72,1,0,1,32975.92,0
8989,15721132,Brown,768,France,Male,32,4,0.0,2,1,0,184568.42,0
6104,15717575,Endrizzi,715,France,Female,51,10,0.0,2,1,1,49260.0,0
7206,15719412,H?,760,Germany,Male,54,8,152034.02,1,0,1,27848.46,0
6226,15779016,Endrizzi,693,Spain,Male,26,9,0.0,2,1,1,141728.6,0
4247,15755014,Milanesi,519,Germany,Male,49,4,125472.7,2,0,0,126344.32,0
4825,15628326,Endrizzi,734,Spain,Female,47,4,0.0,1,1,0,92827.62,1
3499,15751659,Johnson,752,France,Female,28,6,0.0,2,1,1,26925.33,0
878,15621369,Johnson,617,Germany,Female,53,2,130905.3,1,0,1,113904.63,0
1739,15728503,Clark,784,France,Male,36,4,0.0,2,0,1,130588.08,0
2101,15758015,Endrizzi,711,Germany,Female,34,7,93127.84,2,0,1,188986.62,0
3952,15626935,Clark,697,Spain,Male,54,6,121002.38,1,1,1,154235.9,0
1999,15768113,Sinclair,609,France,Male,30,4,0.0,1,1,1,151425.17,0
8146,15693496,Brown,707,France,Female,35,5,0.0,1,0,1,162750.86,0
7493,15650025,Bellucci,538,Spain,Male,44,1,141970.73,1,1,0,139164.73,1
7046,15758127,Johnson,601,Germany,Female,51,6,130290.67,1,0,0,180096.44,1
4521,15786047,Endrizzi,535,France,Male,36,9,135373.27,1,1,0,176943.92,0
6074,15707111,Sinclair,556,France,Female,50,10,1127.47,2,1,1,15714.8,0
6123,15740078,Endrizzi,559,Germany,Female,52,8,135711.58,2,1,0,130996.77,1
7545,15774639,Sinclair,722,France,Male,37,2,0.0,2,1,0,138282.73,0
8285,15779506,Clark,556,Germany,Male,35,2,136292.38,1,1,1,51242.82,1
1703,15638732,Chin,516,Spain,Male,28,0,143711.38,1,1,0,91555.65,1
4175,15717687,H?,580,Germany,Female,30,7,52976.06,2,1,1,24482.83,0
8416,15587774,Genovese,562,France,Male,39,1,92129.46,1,1,0,84896.74,0
6309,15594276,H?,769,Germany,Male,31,8,126432.24,2,1,1,35722.97,0
2894,15740222,Chin,784,Spain,Male,51,1,98274.51,1,0,1,149083.61,0
6638,15639205,Johnson,738,Germany,Female,54,5,133892.66,1,1,0,17139.9,1
4247,15765082,Pai,520,Germany,Female,38,3,87582.56,2,1,1,52549.36,0
2675,15784214,Brown,635,France,Male,53,5,0.0,2,1,0,173907.69,1
4498,15713732,Endrizzi,541,Germany,Male,34,5,0.0,2,0,1,141416.34,0
1849,15648734,Endrizzi,597,France,Female,58,7,103356.06,1,0,0,164705.12,1
2491,15788502,Johnson,542,France,Female,43,4,138709.86,2,1,0,163791.47,1
8792,15642920,Brown,536,France,Male,35,1,0.0,1,1,0,193137.69,0
5846,15597410,Endrizzi,724,France,Male,25,5,0.0,2,1,1,157378.6,0
2505,15672600,Endrizzi,762,France,Female,55,0,117406.57,1,1,0,67314.95,1
6990,15606709,Johnson,634,Germany,Male,34,2,104785.38,1,1,1,164152.97,0
1658,15591741,Endrizzi,594,Spain,Female,26,3,0.0,2,1,0,126011.99,0
6997,15776262,Sinclair,620,France,Male,48,7,128014.41,1,0,0,24584.61,1
4333,15783188,Sinclair,716,Germany,Male,31,5,133779.84,2,1,1,150266.48,0
1687,15790710,Chin,649,Germany,Female,27,9,119257.39,1,1,0,149916.31,0
8804,15777236,Johnson,635,Spain,Female,34,10,101670.91,1,1,1,53231.07,0
2838,15727564,Bellucci,503,Germany,Male,34,6,91538.74,2,0,1,158011.56,0
3228,15763864,Chin,609,France,Female,50,5,139215.56,1,0,0,181541.48,1
2965,15714132,Brown,577,Spain,Female,37,3,0.0,2,0,0,84774.9,0
1088,15620539,McMillan,675,France,Female,29,10,107042.07,1,1,1,151028.86,0
6881,15691873,Pai,691,France,Male,44,4,0.0,1,1,1,122499.02,0
6559,15704521,Johnson,760,France,Male,30,5,108095.56,1,1,0,128156.06,0
2502,15742315,Genovese,540,France,Female,32,1,122545.09,1,0,1,13566.22,0
9469,15768326,Sinclair,672,France,Female,31,5,0.0,2,1,1,140340.27,0
5692,15586562,Brown,726,France,Female,26,8,98923.3,1,1,1,78586.73,0
5851,15761522,Johnson,792,Germany,Female,50,5,105979.39,1,0,0,178042.88,0
5012,15723666,Johnson,534,Spain,Female,32,3,0.0,2,1,1,155793.61,0
4778,15787619,Chin,724,France,Male,49,10,125037.06,1,1,0,50452.79,0
3211,15761780,Pai,557,Spain,Female,52,5,126492.13,1,0,0,170000.38,1
883,15766944,Clark,677,France,Male,30,5,124705.93,1,0,0,51020.55,0
3928,15679339,Endrizzi,594,Spain,Male,55,8,133190.12,1,1,1,121799.13,0
9162,15684811,Henderson,570,Germany,Male,41,0,128130.23,2,0,1,132795.67,1
7887,15787944,Clark,723,Spain,Male,43,2,111921.25,1,1,0,13883.44,1
8092,15742725,Cameron,692,France,Male,36,0,99553.97,1,1,0,89291.98,1
7708,15776527,Endrizzi,731,France,Male,30,7,135380.67,2,1,1,118671.35,0
3427,15624425,Genovese,715,France,Female,37,4,0.0,1,0,1,59063.98,0
4893,15744342,Endrizzi,787,France,Female,29,4,147640.92,1,0,1,145500.61,0
7286,15716525,Milanesi,550,Germany,Female,44,1,112755.38,2,1,1,125063.98,1
5186,15616337,Cameron,684,Germany,Male,48,6,122383.02,1,1,1,177463.44,1
3066,15567258,Endrizzi,738,Spain,Female,25,6,0.0,2,0,0,98060.59,1
2030,15636074,Bellucci,619,Germany,Female,55,2,117186.99,1,1,1,155552.61,0
5005,15760717,Chin,508,Spain,Male,36,2,0.0,2,1,0,84576.82,0
6237,15779782,Pai,711,Spain,Female,47,5,105474.69,1,1,0,94322.74,1
3797,15599751,Clark,733,France,Male,52,5,0.0,2,1,0,194978.22,0
6181,15719631,Chin,744,Germany,Male,36,7,138028.64,2,1,0,191763.33,0
806,15786708,Clark,781,France,Female,34,5,0.0,1,1,0,121699.67,0
1527,15719941,Brown,524,France,Male,30,5,0.0,2,0,1,87062.12,0
2300,15747413,Johnson,640,Germany,Female,41,2,125349.8,1,0,1,146992.16,1
4181,15628824,H?,650,France,Male,41,4,146377.42,1,1,0,114090.02,0
3672,15728368,Sinclair,534,Germany,Male,31,2,90643.22,1,1,0,55286.94,0
6719,15757809,McMillan,723,Germany,Female,51,6,107227.86,1,1,0,152967.81,1
2779,15755670,Milanesi,696,Spain,Female,32,7,0.0,2,1,1,175447.56,0
1450,15758607,Chin,556,France,Male,29,4,142443.78,2,0,0,149715.33,0
2883,15651536,Sinclair,746,France,Female,35,5,0.0,2,0,0,10417.64,0
5890,15722123,Bellucci,738,France,Male,41,0,130515.59,1,1,0,109684.14,0
1867,15697688,Endrizzi,737,Spain,Female,54,7,0.0,2,1,0,18597.17,0
4760,15760689,Endrizzi,585,France,Male,38,5,0.0,1,1,1,56207.01,0
6639,15631144,Johnson,750,France,Female,39,3,141175.97,2,1,0,53328.94,0
4302,15598362,Chin,593,France,Male,53,3,115824.58,1,0,1,112529.75,0
7053,15773414,Pai,715,Spain,Female,50,1,154993.23,1,1,0,67862.33,1
1977,15595352,Johnson,597,Germany,Female,29,9,138000.88,2,1,1,148127.5,0
5719,15648579,Brown,655,Spain,Male,31,5,124955.94,1,0,1,166144.1,0
3453,15768824,Brown,665,France,Female,36,5,0.0,1,0,0,181642.25,0
4194,15665100,Johnson,760,France,Female,57,9,113986.92,1,0,0,186275.42,1
5641,15625751,Bellucci,715,Spain,Male,47,6,79530.99,1,1,0,24804.22,0
1944,15795358,Moore,711,Germany,Female,27,2,143052.8,1,1,0,25525.45,1
6646,15761974,Bellucci,628,Spain,Male,54,5,0.0,2,1,0,132334.06,1
6703,15585814,Chin,735,Germany,Female,50,8,111336.92,1,1,0,97335.66,1
4642,15574424,Brown,524,France,Female,42,5,0.0,2,1,1,36694.31,0
5115,15771338,H?,491,France,Female,32,3,129627.15,2,1,1,150313.6,0
4188,15752491,Brown,618,Germany,Male,30,3,100259.63,1,0,1,178306.83,0
2410,15769189,Henderson,683,France,Male,25,8,0.0,2,1,1,128039.46,0
8259,15777002,Milanesi,594,France,Female,52,5,0.0,1,0,1,192810.33,1
998,15645957,Johnson,738,Germany,Female,34,5,148643.31,1,1,0,132020.38,0
7475,15761248,Endrizzi,535,Spain,Female,43,0,0.0,1,1,1,169669.16,1
7958,15772906,Bellucci,625,Spain,Female,45,7,150865.88,1,1,0,65297.75,0
5476,15783103,Chin,683,France,Male,34,3,138225.22,1,1,0,98446.56,0
1341,15646516,Yu,648,Germany,Male,29,9,128370.38,1,1,1,164996.02,0
8158,15629353,Pai,599,France,Male,38,2,105788.52,1,1,0,16220.2,0
3845,15798184,Johnson,526,Germany,Male,47,8,111042.54,1,1,0,154006.92,1
8462,15747968,Chin,760,France,Female,51,1,2057.74,1,1,0,20653.09,1
6358,15573254,Johnson,693,France,Female,26,10,87683.04,1,1,1,34869.34,0
2291,15654346,H?,557,Spain,Female,50,5,0.0,2,0,1,96601.61,0
7187,15774262,Chin,756,Spain,Male,45,1,90726.13,1,0,0,187291.17,0
4149,15663723,Sinclair,611,Germany,Female,26,9,117074.02,2,1,1,27506.09,0
2435,15670130,Yu,648,France,Male,37,2,0.0,1,0,0,15213.2,0
1837,15675356,Pai,649,Spain,Female,37,8,122661.43,1,1,0,88125.84,0
4557,15744545,Pai,679,Germany,Female,39,10,102662.14,1,0,0,169523.58,0
6409,15793787,Endrizzi,763,Spain,Female,50,0,140289.77,1,1,0,154259.45,1
445,15764034,Chin,642,Germany,Female,36,7,78457.62,1,0,0,175045.56,0
3652,15638417,Yu,679,France,Male,41,4,121759.75,1,1,0,97849.84,0
5191,15792429,Clark,604,Germany,Male,26,2,125740.27,1,1,0,183692.17,0
5498,15769057,Pai,575,Germany,Male,53,0,130389.86,1,1,0,165485.03,1
6509,15569879,Milanesi,850,France,Male,28,8,101457.79,2,1,1,150001.55,0
3025,15608722,Clark,745,Spain,Male,27,5,129589.08,2,1,0,126806.3,0
909,15737689,Chin,807,Spain,Female,48,5,0.0,2,0,0,19101.48,0
1550,15710060,Endrizzi,644,Spain,Female,39,4,84021.6,2,0,0,80219.14,0
767,15735667,Milanesi,779,France,Female,28,3,47648.03,2,0,1,12575.7,0
5079,15789134,Endrizzi,482,France,Male,37,6,139556.0,1,1,0,174075.33,0
5290,15687632,Milanesi,796,Spain,Male,56,0,0.0,1,0,1,159688.31,0
2401,15694670,Chin,605,France,Female,51,0,88572.77,1,0,0,40085.93,1
7208,15594514,Sinclair,598,Germany,Male,29,9,131757.4,2,1,1,81625.76,0
297,15748184,Endrizzi,485,France,Female,34,3,0.0,2,0,1,39395.56,0
4897,15577122,McMillan,557,Germany,Male,44,2,124825.14,1,1,1,30296.82,1
6069,15738398,Bellucci,680,France,Female,54,0,0.0,1,1,0,35156.99,1
3580,15776243,Clark,615,Germany,Male,44,10,135458.86,1,1,0,92216.59,0
4249,15582811,Johnson,712,France,Male,50,8,0.0,2,1,1,172984.77,0
2197,15754730,Clark,622,France,Male,39,2,132779.0,1,1,0,64587.88,0
6583,15615441,H?,707,France,Male,32,4,0.0,2,1,1,25677.4,0
5431,15625333,Brown,573,France,Female,28,3,0.0,2,1,0,135866.92,0
7777,15699148,Endrizzi,578,France,Female,25,2,0.0,2,1,1,193119.28,0
6234,15758058,Clark,758,France,Female,51,4,0.0,2,1,1,166307.28,0
5247,15745190,Brown,571,Spain,Male,50,0,108649.06,1,1,0,175232.53,1
4333,15632182,Clark,680,Germany,Male,28,4,137746.72,1,1,1,168415.08,0
3282,15622844,Johnson,723,Germany,Male,53,7,106529.65,1,0,1,22685.7,0
5806,15675748,Sinclair,652,Spain,Female,44,7,128403.16,2,1,0,13959.74,0
6725,15783756,Johnson,618,France,Male,52,1,112920.58,1,1,1,15648.55,0
9165,15777794,Sinclair,765,France,Male,30,1,143256.02,1,1,1,194003.53,0
6694,15763970,Sinclair,545,Spain,Male,29,9,0.0,2,1,1,111605.28,0
8401,15625269,Sinclair,637,France,Male,56,7,0.0,2,1,1,165481.25,0
2037,15643347,Pai,582,France,Male,39,0,100463.56,1,0,0,93406.81,0
695,15746543,Johnson,516,France,Male,27,5,0.0,2,1,0,14919.72,0
4560,15694838,Chin,773,France,Male,41,10,155488.1,1,1,0,109514.55,1
7139,15597295,Brown,646,France,Female,44,6,0.0,2,1,0,146100.78,0
1567,15705919,Endrizzi,788,France,Female,46,5,99259.28,2,0,0,126288.45,0
3442,15694968,Bellucci,565,Spain,Female,47,7,0.0,2,1,0,49219.69,0
4754,15756953,Endrizzi,588,Germany,Male,26,2,148441.98,2,1,0,37335.62,0
2404,15660967,Pai,591,France,Female,28,5,114514.55,1,1,0,11089.2,0
7434,15583144,Genovese,754,France,Male,27,9,0.0,2,1,1,27074.22,0
6972,15778481,Sinclair,650,France,Male,39,4,112492.64,2,1,0,92964.09,0
4318,15725507,H?,582,Germany,Female,41,7,145601.62,2,1,0,33677.03,1
2034,15738052,Chin,708,Spain,Female,53,5,0.0,1,0,1,161389.75,1
9476,15775421,Sinclair,495,France,Male,42,1,0.0,2,1,1,189917.98,0
7793,15568889,Chin,652,France,Female,47,6,0.0,1,1,0,20385.47,0
1746,15633429,Johnson,604,Spain,Male,45,4,138735.22,1,0,0,80744.01,0
5536,15638690,Brown,562,Germany,Male,23,9,146312.23,1,1,1,161512.72,0
2758,15665694,Johnson,606,Spain,Male,48,3,137455.58,1,1,0,156310.14,0
3818,15773228,Yu,596,Germany,Female,29,2,155940.27,2,1,0,62107.02,1
5214,15662746,Johnson,697,Spain,Male,52,5,0.0,2,1,0,189294.02,0
1659,15737425,Pai,788,Germany,Female,50,5,73539.04,2,0,0,141370.9,0
9209,15779446,Moore,723,Spain,Male,33,8,0.0,2,1,1,70439.05,0
4768,15771714,Johnson,734,France,Female,56,10,0.0,1,0,0,98685.63,1
6756,15621924,Chin,785,France,Female,30,7,144638.64,2,1,0,121538.16,0
5798,15779714,Genovese,723,Spain,Male,36,5,129541.58,1,1,1,180720.0,0
339,15601994,Johnson,558,France,Female,34,3,140088.94,1,0,1,150087.92,0
2975,15769927,Brown,720,Germany,Male,33,9,126141.6,1,1,1,80084.67,0
956,15601314,Johnson,602,France,Female,52,3,122207.2,1,0,1,26090.71,0
5426,15657611,Brown,527,France,Female,52,4,0.0,1,1,0,82554.34,1
5886,15774495,Chin,547,Spain,Female,47,7,149696.8,1,1,0,146986.88,1
3583,15737079,Chin,524,Spain,Female,31,6,147241.38,1,1,0,83105.39,1
5456,15621271,Pai,527,Germany,Male,36,3,119307.07,2,0,0,22239.02,0
3620,15769862,Endrizzi,788,France,Male,30,5,100254.55,1,0,0,15662.15,0
1621,15714964,Sinclair,650,France,Female,31,5,0.0,2,1,1,166531.73,0
2453,15654238,Endrizzi,675,France,Female,26,6,0.0,2,1,1,28012.93,0
3322,15622748,Pan,595,Spain,Male,38,5,100898.66,2,1,1,179151.36,1
2939,15789129,Sinclair,754,Germany,Male,36,0,149204.31,1,1,1,96945.47,0
6912,15674730,Brown,703,Germany,Male,33,4,119135.68,2,1,1,67182.94,0
8095,15714777,Bellucci,468,France,Male,37,2,129683.05,2,1,0,148166.38,0
8148,15772211,Endrizzi,602,France,Female,29,3,0.0,2,1,0,151828.36,0
4204,15741028,McMillan,617,Germany,Female,34,0,106812.16,1,0,0,14679.52,1
3847,15781646,Sinclair,489,Germany,Female,41,2,125255.42,2,1,1,152868.62,0
2432,15788360,Johnson,712,France,Male,37,6,125487.01,1,1,1,194674.95,0
7931,15793231,Endrizzi,649,France,Female,37,3,0.0,1,1,0,142965.81,0
1219,15628083,Clark,731,Germany,Male,30,7,122670.27,1,1,1,109815.72,0
3557,15624231,Johnson,506,Spain,Female,45,2,0.0,3,1,0,28908.54,1
1126,15645413,Sinclair,787,France,Female,45,8,147464.45,1,1,0,13795.59,0
3399,15627054,Bellucci,609,Spain,Female,25,8,0.0,1,1,0,140959.4,1
1224,15627865,Endrizzi,785,France,Male,38,5,96553.23,1,0,0,163733.97,0
5538,15640736,Yu,723,Spain,Male,40,2,116538.44,1,1,0,120258.34,1
7335,15620744,Milanesi,515,Spain,Male,54,3,145547.6,1,1,1,131241.11,0
1042,15757588,Bellucci,750,Germany,Female,33,8,111536.72,2,0,0,146620.31,0
5824,15788942,Bellucci,547,Germany,Male,28,7,117071.8,1,1,0,149380.12,0
8752,15788048,Chin,642,France,Male,32,5,151429.12,1,1,0,14665.41,0
4939,15785120,Endrizzi,527,Germany,Female,28,1,123387.48,2,1,1,165245.98,0
4478,15741241,Endrizzi,558,Spain,Male,42,0,0.0,1,0,1,99385.94,1
2529,15775125,Pai,628,Germany,Female,36,0,128025.23,1,0,0,21781.69,1
4212,15763465,Brown,701,Germany,Male,25,2,137231.94,2,1,1,148400.1,0
4327,15714005,Johnson,712,France,Female,39,5,0.0,2,1,1,115436.84,1
6089,15652444,Johnson,711,Germany,Male,42,9,117044.89,2,1,1,116298.9,1
6412,15683953,Brown,545,France,Female,51,5,150363.6,1,1,0,162838.17,1
6935,15634478,Clark,640,Germany,Female,54,0,151974.86,1,1,0,82969.31,1
422,15788657,Clark,653,Spain,Male,32,9,0.0,1,1,0,84708.3,0
2649,15614344,H?,741,Germany,Male,52,7,138859.62,2,1,0,167086.75,0
2573,15780125,Johnson,723,Germany,Male,32,7,0.0,2,1,1,177016.45,0
7428,15768914,Sinclair,648,Germany,Female,49,9,145629.67,2,1,0,163998.6,1
3786,15779822,Chin,720,France,Female,45,10,114541.94,1,1,0,76229.96,0
6713,15766982,Genovese,557,France,Female,49,7,0.0,2,1,1,190318.17,0
2013,15790076,Sinclair,733,Spain,Male,34,0,109410.35,1,0,0,13535.22,1
3865,15787030,Johnson,760,France,Female,30,8,131785.25,1,1,0,179140.33,0
7544,15712949,Genovese,553,France,Male,41,2,0.0,2,1,0,104240.02,0
1922,15598760,Johnson,607,Spain,Female,28,4,0.0,2,1,1,22211.88,0
8510,15780559,Sinclair,710,Germany,Female,53,3,109405.99,1,1,1,188651.22,0
4802,15631286,Johnson,771,Spain,Male,25,2,0.0,2,1,1,36706.96,0
4374,15776884,Yu,731,Spain,Male,36,4,124388.07,1,1,1,176904.23,0
4610,15614285,Genovese,670,Spain,Female,49,10,0.0,1,1,1,38309.88,0
3773,15738741,Pai,629,Spain,Female,38,5,0.0,1,1,0,40007.23,0
1656,15721636,Walker,611,Germany,Female,30,0,128585.48,1,0,0,94270.53,1
7087,15738711,Bellucci,608,France,Male,37,3,0.0,1,0,1,166896.95,0
4883,15754014,Chin,785,France,Female,32,5,48384.22,2,0,1,153988.95,0
8448,15590640,Brown,608,Spain,Male,47,8,0.0,2,1,1,152824.33,0
5291,15747020,Genovese,547,France,Female,32,3,132922.31,1,0,1,154694.75,0
4278,15596969,Endrizzi,712,Spain,Male,26,8,0.0,2,1,1,48863.63,0
8338,15717924,Clark,700,Spain,Female,36,3,0.0,3,1,0,92148.2,1
5371,15684272,Bellucci,529,France,Female,31,5,0.0,1,0,1,14445.78,0
4115,15586395,Johnson,574,Germany,Male,30,0,122134.92,1,1,0,39562.95,1
6389,15777432,H?,580,Spain,Female,49,3,0.0,1,1,1,182688.44,1
9321,15618818,Yu,662,France,Male,47,5,100040.34,2,1,1,151180.02,0
8437,15778395,Endrizzi,564,France,Female,44,5,0.0,1,1,1,123079.28,0
8465,15775748,Endrizzi,543,Spain,Male,40,2,0.0,2,1,0,93964.23,0
7068,15779783,Sinclair,775,France,Male,25,2,92283.94,2,1,1,189603.55,0
5143,15593738,Johnson,691,Germany,Male,48,9,133494.88,2,1,0,146429.2,1
5394,15791758,H?,703,France,Female,34,5,125412.18,2,1,0,144580.53,0
6588,15764408,H?,717,Germany,Female,43,10,109139.7,1,1,0,69873.91,1
6788,15675498,Pai,715,Spain,Male,36,2,0.0,1,0,1,12300.59,0
5335,15584981,Pan,507,France,Male,30,8,0.0,2,1,1,13661.1,0
4848,15713625,Johnson,800,France,Male,42,3,0.0,2,0,0,26234.2,0
4723,15736343,Chin,528,Germany,Male,49,8,121928.92,2,1,0,148261.95,1
4432,15781737,Clark,705,Germany,Female,47,8,137142.14,2,1,0,142085.88,1
5592,15767947,Brown,731,Germany,Female,46,8,117705.92,2,1,0,161459.47,1
4629,15609546,Johnson,606,Spain,Female,31,7,0.0,2,0,1,140305.81,1
3847,15773446,Yu,651,Spain,Male,46,7,141015.2,1,0,0,21250.8,0
6997,15724283,Clark,850,France,Female,46,2,0.0,2,1,1,61779.57,0
1754,15596297,Bellucci,563,France,Male,51,4,0.0,1,0,1,15774.68,0
8232,15656986,H?,563,Germany,Male,31,4,131858.23,1,1,1,54581.22,1
