RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
934,15643285,Onyeorulu,725,Spain,Female,39,7,130578.53,4,0,0,17181.31,0
3377,15660730,Hung,725,Spain,Male,26,4,146515.73,3,1,0,7785.77,0
3034,15646113,Welch,617,Spain,Male,35,5,142391.39,2,1,0,177805.49,0
401,15642269,Onyeorulu,493,Spain,Male,26,1,96930.06,2,1,0,153280.36,0
4519,15753812,Otutodilinna,540,Germany,Female,50,8,141506.73,3,1,1,150957.06,0
6095,15637570,Palermo,833,Germany,Male,29,1,132729.46,4,1,1,68168.08,1
9254,15604050,Nevzorova,432,France,Male,33,8,51669.06,2,1,1,48217.44,0
6632,15611612,Kline,761,Germany,Female,61,6,105202.38,2,0,1,173663.58,1
6161,15656164,Li Fonti,517,France,Male,22,5,133022.01,2,1,0,110461.73,0
8848,15668557,Oguejiofor,531,France,Male,42,4,117835.28,2,0,0,111861.97,1
4166,15632026,Frolova,658,Germany,Female,37,8,134312.28,4,1,0,176880.06,1
9595,15647443,Nevzorova,770,Spain,Male,21,8,131202.85,4,0,1,168101.87,1
282,15675125,Hartley,737,France,Female,21,2,147591.1,1,0,0,155413.89,1
2828,15727336,Tien,707,Spain,Male,40,4,111091.45,3,0,0,94794.0,1
6707,15768719,Muramats,578,France,Male,41,5,117007.93,2,0,0,4760.23,1
273,15629585,Lynch,714,Germany,Male,32,5,127206.25,1,0,0,128576.09,0
112,15770789,Keldie,633,France,Male,42,9,103723.63,2,0,1,89238.29,0
1658,15686439,Price,567,France,Female,67,10,114014.44,3,0,0,78763.58,0
4782,15764918,Frolova,765,Germany,Female,40,6,115293.07,1,0,0,109428.24,1
2530,15761375,Rizzo,726,Germany,Female,57,8,136297.74,3,1,1,186918.72,0
2687,15684237,Onio,697,France,Female,49,1,108806.83,2,1,0,147452.25,1
9352,15758023,Bruno,572,France,Male,60,5,93807.11,2,1,1,57693.59,0
4138,15625053,Liu,549,Spain,Female,66,1,10796.54,2,1,0,128375.99,1
6297,15649293,Vincent,664,France,Female,47,7,157066.54,2,1,0,112419.61,0
2640,15719550,Kapustin,763,Germany,Male,26,2,109218.78,2,0,0,195151.9,0
1172,15805739,Millar,674,Spain,Female,38,5,112644.24,4,1,1,158039.0,1
4466,15610998,Price,598,Spain,Female,32,7,120774.86,3,1,0,140706.06,0
7132,15574637,Baranova,575,France,Female,35,7,134811.34,2,0,1,14794.47,0
6332,15602381,Loggia,718,Germany,Male,29,2,84774.24,2,0,0,112526.15,0
7227,15615574,Andrews,796,Spain,Female,34,5,88828.0,1,0,1,8287.89,0
6513,15590080,Hung,532,Spain,Female,46,5,108861.84,3,1,0,69171.59,1
1114,15570489,Waters,507,Germany,Male,45,1,150069.75,3,0,1,166036.86,1
886,15698565,Ohearn,571,France,Female,28,10,123225.75,1,0,0,44301.09,0
6399,15576851,Lombardo,750,Spain,Female,32,5,89328.84,2,0,1,96529.81,0
9242,15586358,Black,797,Germany,Female,30,7,177664.15,3,1,0,77436.2,1
7986,15808693,Kelly,556,France,Male,19,5,106515.1,4,0,0,194804.86,1
1497,15681676,Okonkwo,558,France,Male,43,7,138227.08,1,1,1,184438.29,0
5724,15592660,Vincent,697,Spain,Male,30,10,22769.88,2,0,0,196662.6,1
4458,15606626,Hung,659,Germany,Male,41,6,13071.12,2,0,0,20117.43,1
8290,15759904,Grant,482,Spain,Female,51,9,56737.67,2,1,0,76792.42,0
4651,15735805,Andreyeva,447,Spain,Female,29,10,36315.72,1,0,1,53951.0,0
8186,15808798,Woods,572,France,Male,25,6,173309.2,4,1,1,114730.73,0
8708,15631203,Etheridge,647,France,Female,31,1,168389.7,3,1,0,91596.5,1
6734,15775916,McCollum,551,Germany,Male,69,0,32173.02,4,1,1,99596.15,0
8989,15740304,Hsieh,452,Spain,Female,30,9,23011.76,2,0,0,114509.15,0
3873,15806712,Ch'iu,545,France,Male,23,6,106433.83,2,1,0,50837.05,1
434,15600038,Hsiung,618,Germany,Male,39,6,161089.91,2,1,1,133553.41,1
2853,15762287,Onio,724,Germany,Male,34,10,152137.14,2,0,1,171389.58,1
6448,15788081,Fanucci,707,France,Male,29,8,108320.3,1,1,0,57842.24,1
4555,15767408,Zikoranachukwudimma,831,France,Male,39,8,130143.1,2,0,1,190215.79,1
3309,15803750,Andrews,622,Germany,Male,45,7,165837.05,4,1,1,146257.35,1
1066,15775103,Williamson,553,France,Female,35,0,84802.79,2,0,1,111753.4,0
1451,15649980,David,651,Germany,Female,30,2,86128.38,1,0,0,116346.99,0
5727,15600581,Fontaine,596,Germany,Male,33,5,93548.75,3,1,1,141347.37,0
8218,15577808,Ts'ao,588,Spain,Female,43,4,134637.12,1,0,0,25752.58,1
569,15776951,Chong,675,Germany,Female,45,7,122608.3,2,1,0,112237.21,0
7150,15790046,Whitehouse,720,Germany,Female,32,3,173505.22,2,0,0,76718.31,0
3534,15776510,Hartley,582,Germany,Female,21,10,132649.05,3,0,0,70617.25,1
3762,15760908,Keldie,665,Spain,Female,37,9,115736.44,2,0,1,173633.74,1
329,15592203,Tao,435,France,Male,33,1,100497.67,2,0,0,74463.27,1
4642,15656095,Lo Duca,611,France,Male,42,10,103583.74,2,0,1,15548.81,0
5177,15633468,Pratt,693,Spain,Female,41,6,132490.43,2,1,1,17735.35,1
2294,15780978,Pirozzi,608,France,Male,32,10,44433.2,1,0,0,5679.95,1
8696,15651135,Younger,605,France,Female,48,5,158302.86,1,0,0,39059.58,0
1643,15792145,Grant,636,Spain,Male,36,1,113106.96,2,1,1,86435.26,0
9356,15734323,Siciliani,734,Germany,Female,42,6,39096.53,1,1,0,174180.8,1
8331,15746115,Huguley,555,Spain,Female,36,9,101833.83,2,1,0,145844.55,1
2129,15649773,Williamson,739,Germany,Female,33,8,93375.21,1,1,0,115869.98,1
1058,15574348,Weigel,583,France,Female,32,10,84033.89,2,0,0,21598.95,0
4883,15574274,Johnson,630,Spain,Male,46,3,93292.38,2,1,1,48399.9,1
9800,15793902,Fyodorova,786,France,Female,31,5,155109.57,3,0,0,30642.39,0
7000,15571060,Chukwuemeka,631,Germany,Female,27,4,117401.65,2,1,1,5774.61,0
754,15611334,Fontaine,596,Germany,Male,40,2,19280.42,3,0,1,76036.54,1
4510,15782094,Nnachetam,436,Spain,Female,19,5,102166.55,1,1,1,88095.36,1
720,15639808,Boyle,720,Spain,Male,51,3,20915.63,1,0,1,180293.11,1
216,15657004,Trouette,642,Spain,Male,38,9,134700.94,1,0,1,124128.55,0
5752,15666736,Ohearn,672,Spain,Male,36,8,107872.24,2,0,0,29944.23,0
4981,15598870,Corbett,590,Spain,Male,41,1,180192.69,2,1,0,104617.94,0
7188,15649729,H?,571,Spain,Male,28,7,113013.04,4,1,0,193162.21,0
2514,15643265,Burson,551,Spain,Male,37,3,93417.89,1,0,0,56581.05,1
85,15808168,French,558,France,Female,39,9,29498.12,2,1,1,34820.3,0
5915,15596748,T'ao,565,Germany,Female,29,7,89904.86,3,0,0,136757.59,1
1304,15755368,Muir,718,Spain,Male,35,5,89184.93,3,1,0,38208.3,0
6971,15698561,Collins,754,France,Female,36,8,81868.22,2,1,0,173746.28,0
2353,15609280,Ch'en,669,Germany,Female,29,8,73225.27,2,0,1,49965.9,1
3141,15631777,Burgess,521,France,Male,29,1,128665.27,1,1,0,170396.44,1
5921,15755120,Loggia,547,Germany,Female,30,7,160887.05,2,0,1,122258.26,0
2119,15592201,Etheridge,633,Spain,Female,35,3,129950.95,1,0,1,170057.18,0
8400,15812944,Lynch,680,Spain,Female,21,10,167469.94,3,0,0,112612.95,1
9732,15618375,Norris,686,Germany,Female,40,0,141019.66,3,1,1,32349.38,1
9047,15641738,Fleming,748,France,Male,39,1,130679.47,2,1,0,51670.47,1
171,15657727,Echezonachukwu,697,Germany,Female,19,8,103420.26,2,1,1,106682.72,1
5645,15624263,Johnson,600,Spain,Female,35,8,59186.9,3,1,1,96565.99,0
7760,15712337,Whitehouse,677,France,Male,32,1,127164.07,3,1,1,79599.71,1
6499,15609847,Keldie,598,Germany,Female,35,9,155270.43,1,1,1,126339.0,1
2675,15698329,Grant,579,Spain,Female,36,4,98017.37,2,1,0,58417.11,0
7743,15749476,Huguley,670,Spain,Male,50,6,109370.7,2,0,0,133105.08,0
7160,15702850,Herrera,436,Spain,Male,31,0,396.12,3,0,0,97406.53,0
5041,15653623,T'ang,428,France,Female,41,5,145203.07,1,1,0,141402.57,0
2941,15771757,Ginikanwa,796,Germany,Male,23,2,135636.3,3,1,0,43607.7,0
9827,15786737,Herrera,746,Germany,Female,35,1,100854.23,3,0,1,135509.87,1
3054,15731329,Iloerika,572,Spain,Female,27,8,118020.79,3,1,1,154698.04,0
3810,15720042,Otutodilinna,759,Germany,Female,25,4,147509.12,3,1,1,90306.8,0
5265,15724506,Kapustin,636,Spain,Female,45,5,119427.27,1,1,0,44195.32,1
3686,15628960,Lord,604,France,Female,41,4,117225.96,4,0,0,65779.32,0
660,15587950,Ts'ui,503,Spain,Male,35,0,131205.6,3,0,0,117104.65,0
3010,15635264,Pratt,563,Spain,Male,44,8,89549.26,2,1,1,56522.76,0
450,15663934,Harker,715,Germany,Female,35,5,54927.4,3,1,0,133382.23,0
6579,15657134,Palermo,622,Germany,Female,38,8,93614.75,2,0,1,71780.8,0
321,15662180,Lloyd,673,Spain,Male,43,3,129395.61,1,0,1,20716.38,1
447,15679675,Lloyd,612,France,Male,32,4,87146.02,3,0,1,55402.81,0
6383,15580059,Norris,772,France,Male,40,8,124226.77,4,0,1,98239.3,1
1498,15776974,Robertson,768,Germany,Male,52,9,114142.96,2,1,1,174205.38,1
348,15586068,Soto,678,France,Male,39,8,87784.52,2,1,0,86351.51,1
5603,15680614,Geoghegan,842,Germany,Male,35,3,110041.0,2,1,1,171751.61,0
9461,15741462,Collins,621,Germany,Female,36,8,130190.11,2,0,0,114509.83,1
5495,15733947,Hsu,497,France,Female,41,2,39576.09,1,1,1,9911.5,0
8535,15616259,Whitehouse,726,Germany,Male,30,2,119870.15,2,1,1,155162.77,0
7377,15594738,West,761,Spain,Female,35,7,110284.88,2,1,1,158478.82,1
7865,15572655,Bruny,660,Spain,Male,34,6,23844.4,4,0,1,191087.75,1
1540,15712465,Onwuamaeze,593,Spain,Male,33,1,176105.6,3,1,1,117096.24,1
3901,15746246,Kung,721,Spain,Male,38,10,89594.59,4,1,0,160734.37,0
6772,15617491,Yevseyev,583,Spain,Male,63,9,174949.25,2,0,0,181524.5,0
9282,15624113,Tsou,707,Spain,Male,37,1,110833.18,2,0,0,173762.75,0
6146,15691890,Ts'ao,752,France,Female,31,9,115569.23,1,0,1,107383.3,1
8059,15683383,Kapustin,657,Germany,Female,23,1,129123.5,1,1,0,45534.85,1
7547,15809956,Cheng,744,Spain,Male,33,0,109775.15,1,1,0,66241.91,0
6835,15806760,Dumetochukwu,695,France,Female,36,9,139293.76,3,0,1,15253.64,0
4546,15775832,Chiawuotu,477,Germany,Male,37,10,104447.79,3,1,0,50203.58,1
7205,15693632,Morrison,513,Spain,Male,42,1,124632.38,1,0,0,53527.23,1
3020,15742640,Hargreaves,714,France,Female,48,3,101664.08,2,0,1,68609.42,0
5991,15692223,Brown,598,Germany,Male,50,7,86616.33,1,1,0,102574.18,0
7938,15576765,Tsou,661,Germany,Female,38,1,129283.99,2,1,1,127012.39,1
7276,15618973,Zakharov,518,France,Male,51,2,122054.36,3,1,0,112692.44,0
2046,15637156,Dellucci,531,Spain,Male,40,0,115484.51,1,1,0,106473.86,0
7769,15707110,Sanchez,679,Germany,Female,35,2,142546.23,4,0,0,94154.69,0
8190,15662160,Lai,620,Spain,Male,43,5,128450.07,2,1,1,48176.52,1
8186,15766808,Tao,785,Germany,Male,41,6,119597.36,1,0,1,150978.74,1
5748,15639526,Gibson,600,Spain,Male,39,3,55021.44,2,1,1,88773.45,0
7537,15738808,Miller,692,France,Male,53,1,92956.25,1,1,1,193788.5,0
7708,15763265,Chidozie,664,Spain,Male,43,8,151116.95,1,0,0,168691.7,1
82,15714592,Burgess,609,Germany,Male,44,4,150177.11,1,1,1,180717.04,1
4509,15737876,Nucci,688,Spain,Male,34,4,157038.97,1,0,1,36809.5,0
7803,15761590,West,486,France,Female,45,5,90600.72,3,1,0,109823.55,1
5018,15664303,Chong,722,Spain,Male,58,5,133824.04,3,1,0,117459.74,0
6372,15614286,Johnstone,498,Germany,Male,24,9,145904.18,3,0,1,28104.03,1
1766,15733828,Soto,543,Spain,Male,49,5,106352.2,2,0,0,74686.4,1
7104,15706683,Fleming,548,France,Female,22,8,134743.59,2,0,0,42011.07,0
2220,15778068,Chong,544,Spain,Female,27,6,127913.18,1,1,0,85010.81,1
8368,15647865,Bruny,556,Spain,Female,36,5,82470.4,4,1,1,47744.65,1
7634,15773455,Lombardo,562,France,Female,53,10,162411.68,4,1,1,50159.49,0
7327,15633935,Herrera,524,Spain,Male,58,6,61058.43,2,1,0,161548.26,0
6148,15721185,Huguley,523,Spain,Male,55,5,157193.45,1,0,1,4457.55,1
9541,15698029,Pisano,713,France,Female,39,5,156360.92,4,1,1,76220.15,0
7316,15612253,Stanley,719,Germany,Male,48,2,101737.62,2,1,1,173600.22,0
5368,15662332,Barry,715,Spain,Female,26,1,23605.23,2,0,1,62388.9,1
5660,15605877,Burgess,653,Germany,Female,36,6,132746.65,3,0,0,95430.65,0
7261,15654005,Ball,581,France,Female,40,3,93566.26,2,1,1,149564.06,1
6740,15644042,Chung,724,Germany,Male,34,3,153199.24,3,0,0,104600.67,0
574,15659747,Liu,813,Germany,Male,26,4,441.53,2,0,0,60318.02,0
2778,15698346,Yeh,628,France,Female,36,0,145389.69,2,0,0,173967.62,0
8155,15665364,Ts'ui,506,Germany,Male,51,4,81123.76,2,0,1,89273.4,0
4253,15722162,Lombardo,616,France,Male,32,2,135873.3,1,0,1,141270.36,0
2760,15574977,Chiawuotu,502,France,Male,41,7,186992.65,3,1,0,78753.11,0
2913,15750889,Gallo,541,Spain,Female,32,8,77769.77,3,0,0,150628.26,1
7558,15773119,Kline,436,Spain,Female,37,7,104684.27,3,0,0,54467.22,1
798,15604511,Fan,843,France,Female,33,2,139789.51,2,0,0,48908.25,0
9081,15585617,Zikoranachukwudimma,654,Germany,Male,24,7,111252.26,2,1,1,108664.85,1
8147,15641637,Zikoranachukwudimma,818,Germany,Female,39,4,109594.09,1,1,1,152895.21,1
8271,15575979,Cheng,642,Germany,Female,49,9,132856.74,3,0,0,27202.47,1
9644,15771303,French,569,Germany,Female,36,5,105981.67,1,1,0,53703.31,1
4709,15615812,Onwumelu,707,Germany,Male,22,6,94568.85,3,1,1,85725.78,0
5647,15640041,Vincent,754,Germany,Female,64,5,85610.9,4,1,0,93121.52,0
2777,15693245,Onyeorulu,649,France,Male,33,4,165730.26,3,1,1,81458.16,0
4755,15814679,Sidorova,424,Spain,Female,35,3,44162.08,1,1,1,107579.23,1
3186,15593675,Hsu,641,Spain,Male,34,8,53749.81,4,1,1,84165.02,0
3650,15805213,Gibson,492,Spain,Female,30,1,44642.84,3,1,1,132862.55,1
2687,15605106,Morley,657,France,Female,40,4,82911.17,2,1,0,150106.37,1
